набор,текст,условие,черешок,CV длинного,черешок без оси,CV без оси,черешок вдоль оси,черешок поперёк оси,доля вдоль оси,черешок при |вдоль|<0.05,"доля |вдоль|<0.05, %",черешок при |вдоль|<0.1,"доля |вдоль|<0.1, %",черешок при |вдоль|<0.15,"доля |вдоль|<0.15, %",черешок при |вдоль|<0.2,"доля |вдоль|<0.2, %",черешок при |вдоль|<0.3,"доля |вдоль|<0.3, %",черешок при |вдоль|>=0.2,"черешок, осмысленные","черешок, бессмысленные"
механические,1,маркер каждые 3,0.7916530899440269,0.04262010699333421,0.7954545981881346,0.041997360006921454,0.055460834117295695,0.788513780858218,0.06338315011375574,0.7864741334365587,52.98893546316227,0.787617373459236,84.58895056833201,0.7888435606568454,96.38231184622936,0.7908992203119817,98.9010989010989,0.7916530873519925,100.0,,0.7938531512577572,0.7887028388484368
механические,1,без пунктуации,0.7822691587249672,0.05580898268092712,0.7890976765267407,0.056554405902712844,0.05296578782752792,0.7791516618760516,0.06126475855841157,0.7797780725820708,54.045177879764346,0.7793066649283462,87.28965270318655,0.7807493490098153,96.67773329427466,0.7806715980357333,98.03339517625231,0.7822691557822795,100.0,,0.7909848232168776,0.7816015547094008
механические,1,без служебных,0.7589162371540228,0.03899913621618284,0.7623344559772579,0.038587580133485254,0.05778372979004561,0.7553357431988799,0.06838769258464057,0.7567205391556303,52.64492753623188,0.7536411104051118,84.4927536231884,0.7557300056139326,94.34782608695652,0.7570964525617709,98.01932367149759,0.7589162359808977,100.0,,0.7755961977238538,0.732719061512252
механические,2,исходный,0.772418693140002,0.0636161907769774,0.7773537002011238,0.06406444562307702,0.05142615357319066,0.7697537021204145,0.061473951397776706,0.7713642996189591,54.34852374839537,0.7719190111250018,89.60302641303925,0.7719553471428381,97.99081962111488,0.7724186915761403,100.0,0.7724186915761403,100.0,,0.7704253994127183,0.7673780683878189
механические,2,перемешивание,0.7559575272589459,0.07702260151299531,0.760598603976072,0.07526841198238728,0.05385867312198259,0.7527225065940005,0.06443788851997956,0.7513033194473385,56.98051948051948,0.7506383257646778,86.43939393939394,0.7549219820339146,96.63419913419914,0.7552749038834774,98.75,0.7554663195570415,99.58333333333333,,0.7807523964715437,0.7532261174138308
механические,2,эхо x2,0.7771011408457378,0.048980830940977244,0.7821497329646574,0.0488351485774883,0.06048149260542429,0.7734864276824145,0.06967414518134209,0.7646738655961665,53.57199144433187,0.7693987118455374,77.51097602161433,0.775240320573061,95.44973544973544,0.7771011393955677,100.0,0.7771011393955677,100.0,,0.7539131471365227,0.7877422849801438
механические,2,эхо x4,0.8012289002001874,0.06571380958413975,0.7995716715498483,0.06689452421303112,0.06315396288317457,0.7972652005627595,0.07099062343470933,0.7881770798351165,45.24711399711399,0.7994674480693839,83.35137085137086,0.7977350978755168,91.71176046176045,0.8014425779953177,98.41269841269842,0.8012289030373937,100.0,,0.7712927934628714,0.7868078082658077
механические,2,эхо на четверти,0.7662404545854926,0.0532054118509289,0.7708406956324412,0.053438387001034426,0.05260235515306794,0.7634569734555624,0.0630106905253782,0.7656713444783337,54.16530805385674,0.763665932879316,88.47816808625136,0.7658123086220979,97.76233156514847,0.766617407993483,99.56709956709956,0.7662404559773104,100.0,,0.7534594407023355,0.778466553107942
механические,2,словарь к 25,0.7640016817325588,0.09927247846936521,0.7666932443826853,0.09839863055234808,0.055105210804024356,0.761076277437012,0.06548159578349733,0.7455027546627914,47.991452991452995,0.7579099172422734,88.55107855107856,0.7616626400718077,96.38583638583638,0.7640016831651613,100.0,0.7640016831651613,100.0,,0.795795567383008,0.7470398700438224
механические,2,словарь к 60,0.7709229599611812,0.07596146928847373,0.7757440860737259,0.07577532428105409,0.059969787058866963,0.7672656111459167,0.07039566570600524,0.7731845544934853,51.48746092639954,0.7667449017891105,78.07438192668371,0.7684806678211199,95.8515380789997,0.770922960445688,100.0,0.770922960445688,100.0,,0.7766437275596306,0.7679761138929209
механические,2,все слова разные,0.7617825361879792,0.10116528559962008,0.7699772537587757,0.10031623630181379,0.05124049683415272,0.7590348403587353,0.06036519745509079,0.7369753324808407,56.272528286997044,0.7526638048405495,87.42674974139128,0.7595244129592628,98.14008328801015,0.7599411294494738,98.60237973360633,0.7617825373058588,100.0,,0.7997228301391971,0.7415298779641386
механические,2,чужие хапаксы,0.7417419757742166,0.07731553386426943,0.7482090404814867,0.07718560940077009,0.049193012061325814,0.7390509025154884,0.06003546342751284,0.7362278576384039,54.69680464778504,0.7346056242988769,87.82861292665216,0.7405589577159768,97.51815541031226,0.7417419742777867,100.0,0.7417419742777867,100.0,,0.765451728875551,0.7323011004806134
механические,2,хапаксы одного домена,0.7363042134092522,0.0811590990756755,0.7401379469083263,0.0815245416448435,0.053433231782031,0.7333932313196235,0.06571284977969143,0.7231651450720772,49.629629629629626,0.7305108010675126,90.62169312169311,0.7353414460348402,97.87037037037037,0.7352630243289578,99.52380952380952,0.7363042105226265,100.0,,0.7870001571236406,0.7084394513804296
механические,2,20 чужих хапаксов,0.7694778866299011,0.07026909845169808,0.7739979062023252,0.06988513553569202,0.054136412877428965,0.7662839465545829,0.06414379223290272,0.7698913892076445,58.26905838732021,0.7699861962956517,84.18719186733489,0.7685931283174084,96.53562115470805,0.7686787362951254,99.17695473251028,0.7694778869517002,100.0,,0.764258546381288,0.7646718975502695
механические,2,маркер каждые 3,0.7732526692240285,0.08231944074556213,0.7769581397063199,0.08215836986313657,0.05867704134647774,0.7697682236941817,0.06883092321907049,0.7707951794846984,50.319180848253666,0.7665721673023594,80.6954014497231,0.7716652625522632,96.14959279705221,0.7729912591392801,99.5169082125604,0.7732526714087592,100.0,,0.777742432838968,0.7580527520849865
механические,2,без пунктуации,0.7545916554911853,0.04234436575797343,0.7605807814360838,0.04301528943666988,0.05057940617621825,0.7519731644199575,0.061040548982401445,0.7475989694604123,53.16185461841783,0.7515409457988437,89.46085993077497,0.7540839640457525,98.25563720136289,0.7545916506284778,100.0,0.7545916506284778,100.0,,0.7508124105835899,0.7546462416977123
механические,2,без служебных,0.7641717373414373,0.07203933116030044,0.7680967396152946,0.07184658189512133,0.052888962410321615,0.7612639281917587,0.06332357720669214,0.763699640837504,56.28976209569634,0.7591039148958142,87.00020790638273,0.7619626775767238,96.5460809646856,0.7641717383330485,100.0,0.7641717383330485,100.0,,0.7764721049267199,0.7358404936589164
механические,3,исходный,0.7634272123218819,0.06599028114091142,0.76823160313269,0.06683422319183752,0.053041779218900804,0.7605454340372629,0.06361804266441383,0.7650733899526205,55.46511538785802,0.758729717797459,87.05356663830831,0.764536721103779,97.7458937864539,0.7634272141279211,100.0,0.7634272141279211,100.0,,0.7762320517922934,0.7625114734812014
механические,3,перемешивание,0.7675818646082937,0.06230510487103658,0.7752583130653389,0.062448671069465334,0.05830530801907597,0.7642526205612605,0.06866115907911317,0.7532431549198758,44.99322689888728,0.7644003664160683,85.46927914852444,0.7644538356959002,95.51136913401065,0.7674271557147431,99.67948717948718,0.767581864043466,100.0,,0.8076606411870911,0.7482534368315439
механические,3,эхо x2,0.7900970579306907,0.052978600763933535,0.794754633540545,0.052670440941956546,0.06344650239543159,0.7859491020250077,0.07248527327553912,0.7880504508400531,46.472992181947404,0.786641321659267,76.3681592039801,0.790078379771133,95.22921108742004,0.7899756524634619,97.91222459132906,0.7900970601986455,100.0,,0.8073204614214387,0.7824720410065461
механические,3,эхо x4,0.8178955552331567,0.05039837138912543,0.8232088006364103,0.05026303212038553,0.06318019686061467,0.814263736554374,0.06899538038170806,0.7983638927802629,52.27586206896552,0.8108951332128246,77.10344827586208,0.8150114364769666,94.66666666666667,0.8178955540138834,100.0,0.8178955540138834,100.0,,0.8276504125843651,0.8307601835979228
механические,3,эхо на четверти,0.7650932822467024,0.05874823611646196,0.7692319678413995,0.0584910138306047,0.05377824702197418,0.7621225528705787,0.0643142103877356,0.7578489773881243,51.34630053394355,0.7648420172010506,85.09153318077803,0.7644778191895848,97.1815408085431,0.7650932810188342,100.0,0.7650932810188342,100.0,,0.778961031827693,0.7413228160386711
механические,3,словарь к 25,0.7727926611476931,0.06100945110002298,0.7749440208472351,0.06139275647205968,0.05706109402199128,0.7693382579442133,0.06696294598045181,0.769714244355498,52.7160022667083,0.7737559688246537,79.57533913888214,0.7724801638431473,97.5609756097561,0.7727926638304438,100.0,0.7727926638304438,100.0,,0.7744343161314435,0.7796819425683467
механические,3,словарь к 60,0.7631971275961211,0.07550528406016362,0.7718510773265538,0.07535647622264442,0.0625192000005932,0.7592111959662594,0.07276886956551039,0.7373989009576176,44.39886911383018,0.7541435179206784,79.9684835001854,0.7618466730095467,96.31226053639847,0.7614647899510812,98.61111111111113,0.7631971283723286,100.0,,0.7799853331486016,0.7388187608585256
механические,3,все слова разные,0.7729006038517913,0.06330523279012706,0.7817611679325367,0.06343044661215519,0.05284947943602735,0.7699763140433603,0.06188029221578606,0.7678142002535457,60.46056278423823,0.7653653361185694,86.30575241546615,0.7696110952917192,95.23356459819718,0.772900603496279,100.0,0.772900603496279,100.0,,0.7995439393492813,0.754861149651343
механические,3,чужие хапаксы,0.75966674299318,0.07799655579037727,0.7675429598451226,0.07883742562209027,0.05998983509027056,0.7560247194190911,0.0712984341870943,0.7421059862713099,47.41398313711449,0.7598982625334892,81.39262722632914,0.7594690300101629,95.6127012208392,0.7595871671967016,99.31972789115646,0.7596667412297471,100.0,,0.7974361929735295,0.7388088507684216
механические,3,хапаксы одного домена,0.7603392044884109,0.06506964204677057,0.7695095699708504,0.06562182031688842,0.0538855379774347,0.7571919422312933,0.06418427727897714,0.753075564237336,56.05084940312213,0.7603918828098228,84.33999081726354,0.7602730331713551,95.56416437098255,0.7599101835598084,99.39393939393939,0.7603392028784354,100.0,,0.8009576915425454,0.72955812339498
механические,3,20 чужих хапаксов,0.7694384586630841,0.06651482311281899,0.7751237471525693,0.06629844780541724,0.05553017793060586,0.7663389475899861,0.06548834919306176,0.7587059140476401,52.269635126777985,0.762864617859376,82.84065141207999,0.7681231346016184,97.1043771043771,0.7695286736210877,99.66329966329965,0.769438458833596,100.0,,0.7790060557275623,0.7716254265112595
механические,3,маркер каждые 3,0.7990007745193254,0.06702664760983544,0.8037117487000068,0.06713865838072826,0.05552666728929312,0.7960851859830962,0.063777276016853,0.7917303112868086,47.59334233018444,0.797371282149718,88.78285457232825,0.7997600913362507,97.62708052181735,0.7992374342749762,98.7565066512435,0.7990007715019698,100.0,,0.8130255343650012,0.7873392497328086
механические,3,без пунктуации,0.7899590673893956,0.04957650145495065,0.7946136712602399,0.050205794541432015,0.05908023802734411,0.7863827337377639,0.06741577350046153,0.77546298699983,48.13084112149533,0.790306595614612,84.04586730297608,0.7900760644551984,94.98243520912042,0.7900782753525325,98.6677271823424,0.7899590659764248,100.0,,0.8152619607278786,0.7789356244570955
механические,3,без служебных,0.7604730039663486,0.07272289228987826,0.7656082542109308,0.072798516852772,0.051938205567042865,0.7576718712537756,0.0622093616580817,0.7543670997152305,56.64520464056068,0.7553636286747406,85.45444493586909,0.7592373091209291,98.10703228659884,0.7600552745104667,99.36901076219961,0.7604730064739663,100.0,,0.7782518292211339,0.7613981085646603
механические,4,исходный,0.7704459412406649,0.06937477332508159,0.771602301999993,0.06836927245353157,0.04511876214049477,0.7683541911198405,0.05395590499166061,0.7594478485740493,62.65707002549109,0.7682609357666278,91.99730094466936,0.768517545033831,98.90838206627681,0.7704459433706061,100.0,0.7704459433706061,100.0,,0.7728427468893745,0.7721895843546166
механические,4,перемешивание,0.7492725931894088,0.04976889965082174,0.7557717986239977,0.04991435869156155,0.06154649595321248,0.7452080160454995,0.07340392661062195,0.742934433418576,48.9229088639201,0.7452747591730023,80.34176029962548,0.7482035188981858,96.46067415730336,0.7487427170228603,98.91760299625469,0.7492725920050675,100.0,,0.7503348657033303,0.7545758607281708
механические,4,эхо x2,0.7603310975172245,0.04433032674439626,0.7591126491364696,0.044459600681507006,0.06719864906902477,0.7558055187562863,0.07926352065660532,0.7509946311007208,45.697399527186754,0.7578680984963541,79.15583136327817,0.7599443338848287,91.29826635145785,0.7596122974223513,98.51851851851852,0.7603310967335765,100.0,,0.7642654649701575,0.7625593322347614
механические,4,эхо x4,0.802612642265269,0.051185418928299344,0.8027452816794938,0.051052967823289434,0.057696878816315265,0.7998233877429094,0.06621275323968061,,45.98364598364598,0.8022081002653492,81.77008177008177,0.8026126486921928,100.0,0.8026126486921928,100.0,0.8026126486921928,100.0,,,
механические,4,эхо на четверти,0.7683045541645361,0.05761760438264688,0.772132158347249,0.057079903995621406,0.06652202088896243,0.7636838101998366,0.07657284752453686,0.7586354762300321,48.69968387776607,0.7605598685835585,73.1581781992741,0.7647618833016225,88.92822854466691,0.7676486694006233,98.08547008547009,0.7683045539923863,100.0,,0.7687319509135261,0.757195922117392
механические,4,словарь к 25,0.7650498274853926,0.0583085135845836,0.7698065540485334,0.058183444857321465,0.06465917631914558,0.7607097338424054,0.07616570663587184,0.7685113463514446,49.20757967269595,0.7586675304273539,76.56546080964686,0.7642558249814693,92.14254952627046,0.7650498286003663,100.0,0.7650498286003663,100.0,,0.7547885478869363,0.7724104622532199
механические,4,словарь к 60,0.7613672920852218,0.06180064966712836,0.7682164964808743,0.06195199086604114,0.05936661061169185,0.7577870306154061,0.07125260230072504,0.7666488223212132,44.1713747645951,0.757720486392834,81.9428750784683,0.7614457550849189,97.49058380414313,0.7613585619765072,99.53703703703702,0.7613672876856584,100.0,,0.7669706386791303,0.7731512776162776
механические,4,все слова разные,0.7620334730141298,0.053596671717233514,0.7687193111145151,0.05253536286377843,0.060780331754966214,0.7582931037388949,0.07156655473241628,0.7508888081472164,48.07960199004975,0.7575359513564667,81.97611940298508,0.757286278014513,94.79203980099503,0.7600720659976655,98.96915422885571,0.7620334729921899,100.0,,0.771204800740267,0.7551241219314155
механические,4,чужие хапаксы,0.7403335975158584,0.05863487400466274,0.7459133115803054,0.05787469900105046,0.05150560553449742,0.7374807710323951,0.06304493071981895,0.7302176028226196,58.611628085290285,0.7342324789011775,86.60318920790262,0.7372540187383363,97.0748323028702,0.740333595526026,100.0,0.740333595526026,100.0,,0.7506598459472249,0.7516738744272008
механические,4,хапаксы одного домена,0.7471408923619051,0.06793155968978078,0.7529687775009731,0.06762471518331671,0.05434916768746017,0.7442505914707908,0.06570567591487142,0.7373702671204626,53.43583607114535,0.740918572788113,86.53252174515062,0.7455722830629535,97.5384473773649,0.747140890993509,100.0,0.747140890993509,100.0,,0.7467512700550651,0.7584993103212209
механические,4,20 чужих хапаксов,0.7615985984793935,0.057264829626039813,0.7691182483564217,0.055870799056408675,0.05173452921188043,0.7589376557539387,0.06148929259194685,0.7436959589232317,53.50877192982457,0.7564997790423341,87.41088833194097,0.7612274077672995,98.90838206627681,0.7614510204249063,99.62962962962963,0.7615986004408072,100.0,,0.759535123933904,0.7633308183399974
механические,4,маркер каждые 3,0.7844032278394356,0.059643272192539586,0.7870845003232371,0.06034180823113042,0.0630316663297545,0.7804697500696477,0.07250390257263643,0.7748933901575623,47.87402133787676,0.7834601763572874,83.77479615431423,0.7816881610114864,93.95866293456656,0.784415644771918,98.12289562289561,0.7844032291687345,100.0,,0.7696389848370306,0.7895241590326999
механические,4,без пунктуации,0.7862374637066258,0.0484256769068003,0.791639825216263,0.0488867754842414,0.05230766659481345,0.7833860205443973,0.06095530927523022,0.7816351263256927,54.88723872387238,0.7886652169834455,85.69834066740007,0.7863843077112634,97.14681884855152,0.7862844090117708,99.62962962962963,0.7862374639765056,100.0,,0.8018797080106171,0.7698458909153506
механические,4,без служебных,0.7589641964146469,0.060368231446784916,0.7633441525790802,0.061148999742385746,0.05708407560377759,0.755641090188956,0.06871694051253079,0.7646677179524426,49.218323586744646,0.7570115454688598,83.44054580896686,0.7576458406879146,97.93372319688109,0.7588667359948179,99.25925925925925,0.7589641980734244,100.0,,0.7601377241131125,0.7756611239139369
механические,5,исходный,0.7773837914960652,0.05737116034711152,0.7813936433781995,0.05703315627775368,0.056188488597210505,0.7742156303811902,0.06540078697528075,0.7652193181942865,50.56563431922721,0.7725531803885541,84.21221811605925,0.7754072853509908,96.91996300305682,0.7773837913390054,100.0,0.7773837913390054,100.0,,0.7946749546561565,0.7812292620209269
механические,5,перемешивание,0.7568217677639347,0.07287078491435657,0.7644729137647764,0.07278558010877893,0.06347585538088857,0.7526631990125603,0.0744887651963461,0.7511196956076137,48.78622862286229,0.7493210122635214,82.32088208820882,0.752381226416305,93.98289828982898,0.7541753961901074,97.25562556255626,0.7568217677762684,100.0,,0.7639550381974355,0.7750321986698369
механические,5,эхо x2,0.7876324588124244,0.05778749149657194,0.7944611782145965,0.05852883089917735,0.06149242291987453,0.7837208239911612,0.06962373853638025,0.7752185056212708,50.18179886917019,0.7843561706565421,76.93360460175835,0.7841498863074899,95.66419910448737,0.7854482799414407,97.50629146648366,0.7876324584136961,100.0,,0.7969140680605248,0.8009109612406565
механические,5,эхо x4,0.7836636282094359,0.046335031034645535,0.7855791036787471,0.04680051723487332,0.07207575642854391,0.7785717865115815,0.0820609977445867,0.774978515309555,45.654223227752645,0.7810818851306802,71.96455505279035,0.7824238524154534,91.91176470588236,0.7836636239523601,100.0,0.7836636239523601,100.0,,0.7411776729641286,0.8182874828296903
механические,5,эхо на четверти,0.7822409262788977,0.044623459977837975,0.7863571764557923,0.042648599256676446,0.06215978526750282,0.7783117714210293,0.0711543772606759,0.7720760012332395,49.54365079365079,0.7768076317715679,82.2707991242474,0.7807494608354969,94.96237000547346,0.7809767229323944,97.02586206896552,0.7822409243213945,100.0,,0.7690411707530762,0.7994889301036087
механические,5,словарь к 25,0.7691305206575039,0.05875289142215314,0.7741162072162577,0.05742284237501666,0.06551371153622693,0.7644039783400299,0.07559658446409978,0.7648820801420501,45.79772079772079,0.7610140624056436,76.4957264957265,0.7684853718260491,91.88034188034187,0.7676083839450674,98.14814814814815,0.7673917761113644,99.07407407407408,,0.7643683129374068,0.7603265921360626
механические,5,словарь к 60,0.764716846741521,0.05526647285796097,0.7695611079473014,0.056206201627736506,0.06171804047314836,0.7608627816920586,0.0728538465441661,0.7536965002330215,47.73497688751926,0.761123797107838,82.13747645951035,0.7652848904922335,94.1825029960623,0.7648427496932807,99.43502824858757,0.7647168436121952,100.0,,0.7727847378916892,0.7843281718229065
механические,5,все слова разные,0.7500957986408175,0.053145639904937626,0.7603993002054322,0.0523322125503703,0.05462783644966732,0.7470470225045989,0.06578968486387361,0.739360956416553,52.224555787121595,0.7451241765502767,86.2383978256666,0.7491386363033373,97.28848412579049,0.7503799244433695,99.11515516117713,0.7500957999199839,100.0,,0.7293652663549376,0.7784170745757586
