feature,low,high,sep,mode,q
upper_rate,0.00027888880430077234,-0.0004021479330367067,-0.06078970640478495,q0.5_range,0.0
linebreak_per_100w,1.6382696175180338,-0.29749852955177764,-0.2951663861299007,q0.5_range,0.0
bullet_rate,-0.04205547388416712,-0.03837798557966411,0.004552961269130647,q0.5_range,0.0
question_rate,-0.016815851249541415,0.01037778735089242,0.46273332780132187,q0.5_range,0.0
exclaim_rate,0.005112507530774888,-0.005727198728785256,-0.10390845287705068,q0.5_range,0.0
mean_log_rank,-0.1612070644810472,0.07958058379772869,0.796752150732674,q0.5_range,0.0
rare_word_rate,-0.0198764735800529,0.010802466336402972,0.6876545294606199,q0.5_range,0.0
rep_axis,-1.6906189909684917,0.7739719730578636,2.3449294821094595,q0.5_range,0.0
ttr,-0.07648551149769948,0.04382818864476698,2.460780901140222,q0.5_range,0.05
hapax,-0.08191372238617942,0.05499648031335178,2.257162015021055,q0.5_range,0.05
top1_share,0.013081861913393326,-0.002507230795189266,-0.740271205875281,q0.5_range,0.05
top10_share,0.04537655886757421,-0.021080120546174128,-1.6387206765914757,q0.5_range,0.05
word_entropy,-0.20982787403113198,0.10028153350082797,2.2621134381969275,q0.5_range,0.05
zipf_slope,-0.08805225169874044,0.049523229507696345,2.3272170879406335,q0.5_range,0.05
content_ratio,-0.017093943732116652,0.009653073754731971,0.6533286211816299,q0.5_range,0.05
content_ttr,-0.09312186034997148,0.0496637841071947,2.0817948514894145,q0.5_range,0.05
bigram_repeat,0.08929318860745471,-0.029563648066868887,-2.4245133438347333,q0.5_range,0.05
trigram_repeat,0.061565512128461994,-0.015318144836165604,-1.964044491076725,q0.5_range,0.05
mean_word_len,-0.05030115332424008,0.020247715113180083,0.2099272213367818,q0.5_range,0.05
long_word_rate,-0.0007622409791090632,-0.001063668818507891,-0.006176044734178481,q0.5_range,0.05
mean_sent_len,3.9236543792127674,1.4181350260214387,-0.16779645336854873,q0.5_range,0.05
sd_sent_len,0.9812682533114889,1.0941020627417122,0.013581000010334422,q0.5_range,0.05
sent_len_burst,-0.03471166121833739,0.020764842291300087,0.3541285977289739,q0.5_range,0.05
n_sents_per_100w,-0.375085952832434,-0.2923893419166269,0.06090481143586428,q0.5_range,0.05
subordinator_rate,0.0009940750377746665,0.0009113058474135137,-0.00709228634378751,q0.5_range,0.05
function_rate,0.01709394373211666,-0.00965307375473198,-0.6533286211816302,q0.5_range,0.05
connective_rate,0.00015957358717623096,-0.000141277377781284,-0.08207199315353741,q0.5_range,0.05
hedge_rate,0.0011092958167686787,0.00025975462758844856,-0.11201259928949962,q0.5_range,0.05
pron12_rate,-0.0013301642786440631,-0.004858052556457465,-0.1549724201841975,q0.5_range,0.05
comma_rate,3.90984660287847e-05,-0.0004373433199182756,-0.11898209747373051,q0.5_range,0.05
punct_rate,-0.0002631516812196061,-0.0009226217234811775,-0.1171689181680407,q0.5_range,0.05
quote_rate,5.007709980382509e-05,0.00016709564848640474,0.022079638833712566,q0.5_range,0.05
paren_rate,-0.0006603141403665282,0.0005110520704332619,0.2550382901142095,q0.5_range,0.05
dash_rate,-0.00028199111811506996,9.029641791351051e-05,0.15760781106047203,q0.5_range,0.05
digit_rate,-0.00017282093682286444,0.0005728192250318463,0.06450514866833265,q0.5_range,0.05
upper_rate,7.768202821279372e-05,-0.00021726827339182893,-0.02646130186454497,q0.5_range,0.05
linebreak_per_100w,1.5082774427105181,-0.24560851092365063,-0.27086737363912833,q0.5_range,0.05
bullet_rate,0.002486052162061118,-0.025679693975360907,-0.035222810550884213,q0.5_range,0.05
question_rate,-0.017273687666326257,0.013720320564328373,0.5208785427660401,q0.5_range,0.05
exclaim_rate,0.0011360861732363637,-0.004910892510810196,-0.061458830787209456,q0.5_range,0.05
mean_log_rank,-0.16324848259086616,0.08552292342845892,0.8176729193135294,q0.5_range,0.05
rare_word_rate,-0.02028496163663675,0.012051356204932646,0.7219304353971153,q0.5_range,0.05
rep_axis,-1.77634163834848,0.818847220953675,2.468373746968134,q0.5_range,0.05
ttr,-0.0762815048909805,0.04484863295114229,2.5008342783241537,q0.5_range,0.1
hapax,-0.0795589919104262,0.05639748857854616,2.2794621760912315,q0.5_range,0.1
top1_share,0.014105124247599925,-0.002489095181693766,-0.7800161726075655,q0.5_range,0.1
top10_share,0.04774777937611209,-0.021283869803498796,-1.69541046020296,q0.5_range,0.1
word_entropy,-0.21445026614330984,0.10204092095723973,2.3214083819496527,q0.5_range,0.1
zipf_slope,-0.0894174321055887,0.05066517475503465,2.395112431400944,q0.5_range,0.1
content_ratio,-0.01673272563273567,0.010137648466616933,0.6616621060931588,q0.5_range,0.1
content_ttr,-0.09211178392053061,0.051378112799923444,2.11970899777143,q0.5_range,0.1
bigram_repeat,0.0891068240748476,-0.030596225218289124,-2.5028838051024658,q0.5_range,0.1
trigram_repeat,0.05966191249697179,-0.0156493878888509,-1.9969722153594218,q0.5_range,0.1
mean_word_len,-0.05082291011107396,0.0322543862061871,0.24879049882587387,q0.5_range,0.1
long_word_rate,-0.0020616765450963046,0.0005353018523249181,0.053986587502389334,q0.5_range,0.1
mean_sent_len,3.75888977612863,1.7658794749851017,-0.1336467806111495,q0.5_range,0.1
sd_sent_len,1.0070509933185685,1.263009050157921,0.030921887195244975,q0.5_range,0.1
sent_len_burst,-0.031933619528892294,0.020293756231518564,0.3388158304470482,q0.5_range,0.1
n_sents_per_100w,-0.34053748482617385,-0.36771629359655894,-0.020155559469940854,q0.5_range,0.1
subordinator_rate,0.001375824632626263,0.000907410777701707,-0.039673822036641826,q0.5_range,0.1
function_rate,0.016732725632735684,-0.01013764846661694,-0.6616621060931591,q0.5_range,0.1
connective_rate,0.00015463900130955696,-3.787251433130266e-05,-0.05335765690675503,q0.5_range,0.1
hedge_rate,0.000822067756529254,0.00038586889859297524,-0.05932256475368638,q0.5_range,0.1
pron12_rate,-0.0009992454557541906,-0.0048067895155492445,-0.1659361467576924,q0.5_range,0.1
comma_rate,0.00012096641225537846,-0.00034097927826956753,-0.11555200982450305,q0.5_range,0.1
punct_rate,-8.939102621479272e-05,-0.0009770673622279745,-0.15761192067256782,q0.5_range,0.1
quote_rate,-4.195107420293676e-06,0.00012258449230989073,0.02402600086180932,q0.5_range,0.1
paren_rate,-0.0006924802562232206,0.0006701330978168052,0.2922753975620053,q0.5_range,0.1
dash_rate,-0.000250028197910624,0.00011803165910243135,0.15937887644634605,q0.5_range,0.1
digit_rate,-6.723720383061521e-05,0.0007788858223993079,0.07292762479729759,q0.5_range,0.1
upper_rate,4.7759158151660165e-05,-0.00041412103834757066,-0.041526275959381694,q0.5_range,0.1
linebreak_per_100w,1.5818149678957705,-0.25566727053301863,-0.2843219470174529,q0.5_range,0.1
bullet_rate,-0.027151447858961626,-0.02751263565181418,-0.00045982296879892967,q0.5_range,0.1
question_rate,-0.017262257072977898,0.009865308883773757,0.4742814087772377,q0.5_range,0.1
exclaim_rate,0.000983429022790415,-0.004877250272056548,-0.05912662820631883,q0.5_range,0.1
mean_log_rank,-0.1623150067553417,0.08901918306653535,0.8332546249344338,q0.5_range,0.1
rare_word_rate,-0.020682305465947574,0.012379477352625103,0.7281545893628193,q0.5_range,0.1
rep_axis,-1.7885445997225726,0.8380604333598795,2.5176966921212323,q0.5_range,0.1
ttr,-0.07768655535844632,0.04745636357311153,2.625218189893973,q0.5_range,0.15
hapax,-0.08089170435964992,0.05917261117820107,2.3720278765912033,q0.5_range,0.15
top1_share,0.014156121239771412,-0.002966704974915283,-0.8206574432494509,q0.5_range,0.15
top10_share,0.04847547520389415,-0.022351011544151932,-1.7586988402207675,q0.5_range,0.15
word_entropy,-0.21799184970136137,0.10848937391817293,2.4321019442313725,q0.5_range,0.15
zipf_slope,-0.09113624071949263,0.053724373949296904,2.512366630099642,q0.5_range,0.15
content_ratio,-0.018409670437282834,0.010185820206791834,0.7204602079801266,q0.5_range,0.15
content_ttr,-0.09312283218173895,0.055499192257133435,2.2242412005736463,q0.5_range,0.15
bigram_repeat,0.08886594225155348,-0.0318113563978246,-2.5055328377387824,q0.5_range,0.15
trigram_repeat,0.05857103439656989,-0.016135542939625047,-1.956077491616354,q0.5_range,0.15
mean_word_len,-0.07442410908553951,0.04734401601447112,0.36035074905800824,q0.5_range,0.15
long_word_rate,-0.004790583680923203,0.001886557122061514,0.139165042095275,q0.5_range,0.15
mean_sent_len,3.711745096434678,1.4474333160641633,-0.15271997190857334,q0.5_range,0.15
sd_sent_len,1.0212063838673684,1.0382093979626288,0.002068622808211292,q0.5_range,0.15
sent_len_burst,-0.03205390146224397,0.020668019002813,0.33727862969271327,q0.5_range,0.15
n_sents_per_100w,-0.3693200915857075,-0.3034228105096158,0.05033398805048803,q0.5_range,0.15
subordinator_rate,0.001665644902510745,0.00034339692209748495,-0.1108292574924091,q0.5_range,0.15
function_rate,0.01840967043728284,-0.01018582020679184,-0.7204602079801269,q0.5_range,0.15
connective_rate,0.0002007975623007391,-0.00015429624648674727,-0.09962395810929363,q0.5_range,0.15
hedge_rate,0.0009176410603581854,0.0004836071544784681,-0.05951024979042128,q0.5_range,0.15
pron12_rate,0.00010776402421578679,-0.0046221676975587616,-0.20006002948191823,q0.5_range,0.15
comma_rate,0.00010761033699021787,-0.0003281596296481743,-0.10967896139735624,q0.5_range,0.15
punct_rate,-0.00011450298692448008,-0.0007307875452072077,-0.10840667000561639,q0.5_range,0.15
quote_rate,6.469824099479722e-06,0.0003817464773674714,0.07031575189945057,q0.5_range,0.15
paren_rate,-0.0007136926647539754,0.0006719222152993074,0.29633424488052557,q0.5_range,0.15
dash_rate,-0.00020031232866272574,0.00018468568931869349,0.13678468400179983,q0.5_range,0.15
digit_rate,0.00011106067015187546,0.0009556995665803834,0.07098466114108755,q0.5_range,0.15
upper_rate,9.449561733516771e-05,6.581545379286553e-05,-0.002568236243612444,q0.5_range,0.15
linebreak_per_100w,1.538928438938747,-0.24872456046530864,-0.27608544471512825,q0.5_range,0.15
bullet_rate,-0.008487196808108506,-0.02710028758321612,-0.023337794788616726,q0.5_range,0.15
question_rate,-0.017116425417000907,0.013381866871313835,0.4979163177381805,q0.5_range,0.15
exclaim_rate,0.0008327078937558018,0.00018662193643477671,-0.006560696645776852,q0.5_range,0.15
mean_log_rank,-0.1729542153583989,0.1178780754454719,0.9577413486208787,q0.5_range,0.15
rare_word_rate,-0.02106614449320556,0.017432533052585585,0.8285164593855463,q0.5_range,0.15
rep_axis,-1.8049637416064168,0.8887626248790939,2.6150226134874126,q0.5_range,0.15
ttr,-0.07932651032095617,0.0475843144680056,2.620136701587164,q0.5_range,0.2
hapax,-0.08297050585944014,0.058063715692646636,2.338761405947045,q0.5_range,0.2
top1_share,0.013852305031983089,-0.0043087130560191915,-0.8855284002273972,q0.5_range,0.2
top10_share,0.04875921369245712,-0.024114087011138152,-1.802012350347108,q0.5_range,0.2
word_entropy,-0.22080046647174664,0.11218388798826408,2.457574760561838,q0.5_range,0.2
zipf_slope,-0.09305583531426885,0.0538997745285373,2.5348300951839295,q0.5_range,0.2
content_ratio,-0.01892527421070091,0.011956629226371958,0.7680742493365678,q0.5_range,0.2
content_ttr,-0.09586574919931827,0.05471222805618585,2.2119330466347207,q0.5_range,0.2
bigram_repeat,0.08745908206707935,-0.032480914502119755,-2.4553356335121097,q0.5_range,0.2
trigram_repeat,0.05687460619755673,-0.01643761515052113,-1.897975771384554,q0.5_range,0.2
mean_word_len,-0.0889852866069326,0.06179811830851345,0.4379714410332769,q0.5_range,0.2
long_word_rate,-0.006755286501057453,0.0026380136722685636,0.1919852424767789,q0.5_range,0.2
mean_sent_len,3.8007746603594357,1.2965132753347501,-0.16881304480066342,q0.5_range,0.2
sd_sent_len,1.1334627283031284,0.992551242593584,-0.01702116151514557,q0.5_range,0.2
sent_len_burst,-0.029562057043722136,0.019725102682558206,0.30304563817727936,q0.5_range,0.2
n_sents_per_100w,-0.39659766802921415,-0.3044152182280552,0.0726326484560391,q0.5_range,0.2
subordinator_rate,0.0013464469611354974,0.00021211059129646362,-0.09374176183921278,q0.5_range,0.2
function_rate,0.018925274210700924,-0.011956629226371963,-0.7680742493365681,q0.5_range,0.2
connective_rate,-8.093872013125861e-05,-0.0001355488694428922,-0.015539380536118948,q0.5_range,0.2
hedge_rate,0.000479813483024981,0.0004997361268506757,0.0027494110260555945,q0.5_range,0.2
pron12_rate,0.0021070692007092743,-0.005277282966071352,-0.2928975502185689,q0.5_range,0.2
comma_rate,6.648536681807354e-05,-0.00019124295559177714,-0.06622864416307606,q0.5_range,0.2
punct_rate,-0.0001814593879976993,-0.0006655488288534571,-0.08802213570419751,q0.5_range,0.2
quote_rate,2.642050328345872e-05,0.0003040884059073301,0.05279857917048719,q0.5_range,0.2
paren_rate,-0.0006864922209454745,0.0007093931155997315,0.2992762564934712,q0.5_range,0.2
dash_rate,-0.00018506036669867597,0.0001426776147729286,0.11699759800198335,q0.5_range,0.2
digit_rate,0.00011127853959338954,0.0012587516513285553,0.09700425945629716,q0.5_range,0.2
upper_rate,0.00014879702894608147,1.8364396828975522e-05,-0.011718559841159918,q0.5_range,0.2
linebreak_per_100w,1.5932689305997334,-0.2629273715431197,-0.2874708189713013,q0.5_range,0.2
bullet_rate,0.022807447412433665,-0.0258989775187595,-0.06180673582164968,q0.5_range,0.2
question_rate,-0.016649542886274567,0.012857417697907483,0.47745000393353887,q0.5_range,0.2
exclaim_rate,-0.0014131423296494694,0.002539446789210207,0.041052078825226275,q0.5_range,0.2
mean_log_rank,-0.17098438873915794,0.12954087782192483,0.9809151365006055,q0.5_range,0.2
rare_word_rate,-0.020251817160161646,0.01715360081776347,0.8066266663986826,q0.5_range,0.2
rep_axis,-1.8175827844031407,0.9108302960365459,2.6258542700994547,q0.5_range,0.2
ttr,-0.07957169369225535,0.04778864023866834,2.6532325529751466,q0.5_range,0.25
hapax,-0.08270219689611287,0.05871653162844907,2.3618913159428137,q0.5_range,0.25
top1_share,0.014741700012243335,-0.004724831637729323,-0.9460358223233181,q0.5_range,0.25
top10_share,0.050650879842185415,-0.023910569724471357,-1.8819041809128036,q0.5_range,0.25
word_entropy,-0.22452613033778873,0.11221468557527116,2.5222211916873887,q0.5_range,0.25
zipf_slope,-0.0936225396624297,0.05378941788582758,2.5708712780606437,q0.5_range,0.25
content_ratio,-0.01991995055695136,0.013600936930463235,0.8167893061264214,q0.5_range,0.25
content_ttr,-0.09583677839066378,0.05372676162245996,2.2367490149760743,q0.5_range,0.25
bigram_repeat,0.0864459476910492,-0.031201612178865953,-2.367803269241922,q0.5_range,0.25
trigram_repeat,0.05520165139930067,-0.015293578053111052,-1.7770203328111482,q0.5_range,0.25
mean_word_len,-0.09927669443604913,0.08954204541635837,0.5340689786998868,q0.5_range,0.25
long_word_rate,-0.008320010296638813,0.006771621332812128,0.29808486075228097,q0.5_range,0.25
mean_sent_len,3.541213952053186,1.1232030861230375,-0.16277628019159004,q0.5_range,0.25
sd_sent_len,1.0505254031433497,0.7722445114267242,-0.0334473738893817,q0.5_range,0.25
sent_len_burst,-0.025091958886205742,0.012259449552211872,0.2280280181271588,q0.5_range,0.25
n_sents_per_100w,-0.25678641129846447,-0.2626457824696525,-0.004015654074797012,q0.5_range,0.25
subordinator_rate,0.001095054804224536,0.00011788709145379685,-0.08082357064131172,q0.5_range,0.25
function_rate,0.019919950556951373,-0.013600936930463239,-0.8167893061264216,q0.5_range,0.25
connective_rate,-0.0002227517859403932,-0.00013354591921253456,0.025493371713777187,q0.5_range,0.25
hedge_rate,0.00042506246826481123,0.000599182876919065,0.024065139431351697,q0.5_range,0.25
pron12_rate,0.002541198145279861,-0.006411824034911007,-0.35394572719773976,q0.5_range,0.25
comma_rate,-0.00010638485318676842,-0.00021593482185234704,-0.028192540544521034,q0.5_range,0.25
punct_rate,-0.0001436561894950831,-0.0009670759926100217,-0.17317274323562346,q0.5_range,0.25
quote_rate,-6.248958722833278e-05,0.00017780066813838006,0.046565020791960364,q0.5_range,0.25
paren_rate,-0.0007437035887349029,0.0004514598174626865,0.2949989604117298,q0.5_range,0.25
dash_rate,-0.00013462535857362208,5.542966822366721e-05,0.0740276096467974,q0.5_range,0.25
digit_rate,0.00011114475014164631,0.0007533394465872686,0.06424545144442723,q0.5_range,0.25
upper_rate,0.00045527540816626624,6.810708731041574e-05,-0.03262950763952294,q0.5_range,0.25
linebreak_per_100w,1.4987974114600724,-0.2879075497658311,-0.278682655851431,q0.5_range,0.25
bullet_rate,-0.04826499216778746,-0.04062970294500483,0.013973022680441361,q0.5_range,0.25
question_rate,-0.017017097791139864,0.009040766381528594,0.45371813521231896,q0.5_range,0.25
exclaim_rate,-0.0016884423078250878,-0.0013315570107486116,0.0037367454442460133,q0.5_range,0.25
mean_log_rank,-0.18075768674790826,0.14790194233651727,1.0447883940936191,q0.5_range,0.25
rare_word_rate,-0.02082568056322187,0.019617557611489495,0.8664146441770335,q0.5_range,0.25
rep_axis,-1.8304744230312897,0.9061152762898679,2.6637550873236173,q0.5_range,0.25
ttr,-0.07963256457032733,0.05381177208317643,2.7821624217456744,q0.5_range,0.3
hapax,-0.08263266979407383,0.06690205586244695,2.5170145929122314,q0.5_range,0.3
top1_share,0.015262301126513,-0.004334314851275151,-0.9370061002498882,q0.5_range,0.3
top10_share,0.05103998523946188,-0.02679075503605146,-1.9107605535541003,q0.5_range,0.3
word_entropy,-0.2257255126133968,0.12531632007463703,2.590836739967262,q0.5_range,0.3
zipf_slope,-0.09363568535944614,0.06041406484645192,2.6818830890812357,q0.5_range,0.3
content_ratio,-0.020798727881444736,0.015762987455240386,0.8805102958416883,q0.5_range,0.3
content_ttr,-0.09572538683792707,0.05982229367618756,2.332077058711247,q0.5_range,0.3
bigram_repeat,0.08500414181825808,-0.03388861712070011,-2.3346143439319462,q0.5_range,0.3
trigram_repeat,0.053958434673180095,-0.016938870164508145,-1.7636150471762921,q0.5_range,0.3
mean_word_len,-0.09568187490783166,0.12109754856063981,0.6013507227202165,q0.5_range,0.3
long_word_rate,-0.006401968993885448,0.009826968461268933,0.317735913122844,q0.5_range,0.3
mean_sent_len,3.399544698247332,1.0015196209301152,-0.16105898294439572,q0.5_range,0.3
sd_sent_len,0.9734768019065678,0.8841665800976918,-0.0107025564576572,q0.5_range,0.3
sent_len_burst,-0.026138551679747712,0.019040021213987134,0.2758277600930312,q0.5_range,0.3
n_sents_per_100w,-0.24186404693363966,-0.2842501950749643,-0.029508336913680377,q0.5_range,0.3
subordinator_rate,0.0005210733158203479,0.0005592088946227315,0.003140693428149063,q0.5_range,0.3
function_rate,0.02079872788144475,-0.015762987455240386,-0.8805102958416885,q0.5_range,0.3
connective_rate,-0.0004547042435253679,1.707377331512283e-05,0.13874786479737558,q0.5_range,0.3
hedge_rate,0.0003107744274139463,0.0005164593210934618,0.028164075619407234,q0.5_range,0.3
pron12_rate,0.0024038239668770665,-0.0057257780990145725,-0.3188653835295883,q0.5_range,0.3
comma_rate,-0.00019632625952325844,-7.851122226272024e-05,0.030469859526116885,q0.5_range,0.3
punct_rate,-0.00023456786672414962,-0.000843129667584698,-0.13069092922185774,q0.5_range,0.3
quote_rate,-7.370385324072075e-05,-1.3260083820752263e-05,0.011675354535632702,q0.5_range,0.3
paren_rate,-0.000618247809407311,0.00034105062383063626,0.23157348436831152,q0.5_range,0.3
dash_rate,-0.00015451718418485447,-3.8260543023407066e-05,0.04581240260124339,q0.5_range,0.3
digit_rate,0.00019074478199624008,6.355464820932752e-05,-0.013413987896303221,q0.5_range,0.3
upper_rate,9.205060247046334e-06,-0.000173781575583422,-0.01603523417132126,q0.5_range,0.3
linebreak_per_100w,1.695663756920168,-0.30646315245885336,-0.3087332946701967,q0.5_range,0.3
bullet_rate,-0.03972544742134616,-0.019740603845665457,0.03387950912590766,q0.5_range,0.3
question_rate,-0.017648169910593245,0.009872233182370672,0.48143430925308,q0.5_range,0.3
exclaim_rate,-0.0017817937775280962,0.00025838677980837834,0.021641070034455753,q0.5_range,0.3
mean_log_rank,-0.18814159898698726,0.16249999889151182,1.0901316176668912,q0.5_range,0.3
rare_word_rate,-0.021402017498390807,0.02055488098068838,0.8752801854516454,q0.5_range,0.3
rep_axis,-1.8299444599134733,1.0050392932228684,2.7063925108324574,q0.5_range,0.3
ttr,-0.08193634573387555,0.05340620357245907,2.7984250103322235,q0.5_range,0.35
hapax,-0.08548868059767996,0.06819693236092875,2.5467652886450654,q0.5_range,0.35
top1_share,0.016101874790623468,-0.003977456480219208,-0.9525372533109927,q0.5_range,0.35
top10_share,0.05238160183782162,-0.02312694006921514,-1.8707866234994928,q0.5_range,0.35
word_entropy,-0.2323960297879621,0.12025956619230357,2.6023312110713,q0.5_range,0.35
zipf_slope,-0.09611699428298878,0.05944964951456674,2.691180038436681,q0.5_range,0.35
content_ratio,-0.022226418495273847,0.013559563381233538,0.8647478100817529,q0.5_range,0.35
content_ttr,-0.09826905127850265,0.062396545380312494,2.3676556087563174,q0.5_range,0.35
bigram_repeat,0.08635700826792221,-0.033780931538559364,-2.3594993163544795,q0.5_range,0.35
trigram_repeat,0.05465514257403559,-0.01786341441005782,-1.7998175417312008,q0.5_range,0.35
mean_word_len,-0.11926362472645817,0.1276564249184186,0.6767798045915899,q0.5_range,0.35
long_word_rate,-0.009144360897322956,0.012678017494303048,0.42052458986618346,q0.5_range,0.35
mean_sent_len,3.9061294368432584,0.7676451885105866,-0.206289129589604,q0.5_range,0.35
sd_sent_len,1.6506089743566033,0.725529791573208,-0.10161919413427176,q0.5_range,0.35
sent_len_burst,-0.01496109830008713,0.0130260797330356,0.15816332157514837,q0.5_range,0.35
n_sents_per_100w,-0.30967494618543545,-0.25431013650920753,0.03750722098286237,q0.5_range,0.35
subordinator_rate,0.0011148069398644433,0.0004184105612314621,-0.056065453842472954,q0.5_range,0.35
function_rate,0.022226418495273854,-0.013559563381233541,-0.8647478100817529,q0.5_range,0.35
connective_rate,-0.000624623000190465,0.000163706632799935,0.24537679786274533,q0.5_range,0.35
hedge_rate,-0.00012094840551122258,0.0007107728387254732,0.1173194742683223,q0.5_range,0.35
pron12_rate,0.002846160859353923,-0.006179719184436809,-0.3450934834447049,q0.5_range,0.35
comma_rate,-0.00027298671586010515,-0.00020194591367391258,0.017879325618099573,q0.5_range,0.35
punct_rate,-0.00038341706145947975,-0.0011719071401680343,-0.16298979395195995,q0.5_range,0.35
quote_rate,-1.6777592035319375e-05,-0.00023677238278485598,-0.04262498527485884,q0.5_range,0.35
paren_rate,-0.00020026715895426418,0.000287480488998003,0.10061100618692273,q0.5_range,0.35
dash_rate,-0.0001169127024294022,2.3246934325639457e-05,0.05387718728864831,q0.5_range,0.35
digit_rate,0.0005911161188098849,-0.0004687137377220821,-0.11114090074017775,q0.5_range,0.35
upper_rate,0.0011936581062539922,-0.00022214114230310284,-0.11194556356534556,q0.5_range,0.35
linebreak_per_100w,1.6786689382685716,-0.2104751589941151,-0.2902377711016103,q0.5_range,0.35
bullet_rate,-0.031125841349407952,-0.03985401337692703,-0.015540174109941438,q0.5_range,0.35
question_rate,-0.017463869909835374,0.0064490504009822236,0.4350299568934097,q0.5_range,0.35
exclaim_rate,-0.0018797641912149503,0.0023035673595408657,0.04456914699820763,q0.5_range,0.35
mean_log_rank,-0.19707173033830314,0.14312699312116534,1.0680623750586786,q0.5_range,0.35
rare_word_rate,-0.020998940765568797,0.01913408042215469,0.862694478108198,q0.5_range,0.35
rep_axis,-1.8803406792424247,0.9904574833423231,2.7235037213315656,q0.5_range,0.35
ttr,-0.08305187091614157,0.04789230168442238,2.829635919776613,q0.5_range,0.4
hapax,-0.08741945172093278,0.06257685384934598,2.568760640919656,q0.5_range,0.4
top1_share,0.015153905052268993,-0.002367826591729806,-0.8385241751120316,q0.5_range,0.4
top10_share,0.05157798028913722,-0.018466389432382734,-1.7455973296824572,q0.5_range,0.4
word_entropy,-0.23219254499414746,0.10448806221472048,2.550693150768913,q0.5_range,0.4
zipf_slope,-0.09746032454684389,0.05367174453118415,2.714453407776535,q0.5_range,0.4
content_ratio,-0.020343849170528623,0.00919653866154697,0.672817474986531,q0.5_range,0.4
content_ttr,-0.10099318293038657,0.060987902934332316,2.4249433157589464,q0.5_range,0.4
bigram_repeat,0.08566680641345471,-0.03141344880853992,-2.2966299306822635,q0.5_range,0.4
trigram_repeat,0.054232215080279304,-0.016024947543899305,-1.730584935663847,q0.5_range,0.4
mean_word_len,-0.13430150171141886,0.12579833804820356,0.7078975007170945,q0.5_range,0.4
long_word_rate,-0.01024946618641081,0.013212179566867528,0.4492324352929517,q0.5_range,0.4
mean_sent_len,4.118565301730161,0.587191399465268,-0.23753559481332412,q0.5_range,0.4
sd_sent_len,1.8731453116983257,0.32687197287151853,-0.17997236314722648,q0.5_range,0.4
sent_len_burst,-0.00620471157963267,0.003750273826428911,0.05853412067623032,q0.5_range,0.4
n_sents_per_100w,-0.29151051485151114,-0.23992394782498486,0.03363194123691087,q0.5_range,0.4
subordinator_rate,0.0013078276617413606,-9.114144496098672e-05,-0.11226061645847132,q0.5_range,0.4
function_rate,0.020343849170528634,-0.009196538661546978,-0.6728174749865314,q0.5_range,0.4
connective_rate,-0.0007172883387268729,0.0003750682124819156,0.3463609673633031,q0.5_range,0.4
