набор,текст,условие,q* лексический,разрыв наблюдаемый,качество разреза,доля одинаковых,разрыв − q*
механические,3,эхо x4,0.605,0.5933333333333333,0.9700000000000001,0.6,-0.011666666666666714
механические,3,эхо на четверти,0.35333333333333333,0.345,0.9283333333333333,0.35333333333333333,-0.00833333333333336
механические,3,словарь к 25,0.6083333333333333,0.5733333333333333,0.9316666666666666,0.6083333333333333,-0.03500000000000003
механические,3,словарь к 60,0.5166666666666666,0.49833333333333335,0.945,0.5166666666666666,-0.018333333333333257
механические,3,все слова разные,0.20833333333333334,0.20000000000000004,0.9616666666666666,0.20833333333333334,-0.008333333333333304
механические,3,чужие хапаксы,0.34833333333333333,0.32833333333333337,0.9466666666666667,0.345,-0.019999999999999962
механические,3,хапаксы одного домена,0.30833333333333335,0.255,0.945,0.3066666666666667,-0.053333333333333344
механические,3,20 чужих хапаксов,0.3133333333333333,0.3133333333333333,0.9433333333333334,0.31,0.0
механические,3,маркер каждые 3,0.4533333333333333,0.42166666666666663,0.955,0.4466666666666667,-0.031666666666666676
механические,3,без пунктуации,0.3283333333333333,0.305,0.955,0.32666666666666666,-0.023333333333333317
механические,3,без служебных,0.295,0.2683333333333333,0.9366666666666666,0.2916666666666667,-0.026666666666666672
механические,4,исходный,0.3499999999999999,0.3433333333333333,0.955,0.34833333333333333,-0.006666666666666599
механические,4,перемешивание,0.34833333333333333,0.31,0.9516666666666667,0.34833333333333333,-0.03833333333333333
механические,4,эхо x2,0.47833333333333333,0.4566666666666667,0.9683333333333333,0.4749999999999999,-0.021666666666666612
механические,4,эхо x4,0.6783333333333333,0.6833333333333332,0.9916666666666666,0.6783333333333333,0.004999999999999893
механические,4,эхо на четверти,0.4216666666666667,0.39999999999999997,0.965,0.4216666666666667,-0.021666666666666723
механические,4,словарь к 25,0.5866666666666666,0.5933333333333333,0.9733333333333333,0.5866666666666666,0.00666666666666671
механические,4,словарь к 60,0.4683333333333333,0.4716666666666667,0.9583333333333334,0.4666666666666666,0.003333333333333355
механические,4,все слова разные,0.25833333333333336,0.24333333333333332,0.9816666666666668,0.25833333333333336,-0.015000000000000041
механические,4,чужие хапаксы,0.36833333333333335,0.36833333333333335,0.96,0.36833333333333335,0.0
механические,4,хапаксы одного домена,0.36000000000000004,0.3383333333333333,0.9699999999999999,0.35833333333333334,-0.021666666666666723
механические,4,20 чужих хапаксов,0.345,0.345,0.9700000000000001,0.345,0.0
механические,4,маркер каждые 3,0.4383333333333333,0.4283333333333333,0.98,0.4383333333333333,-0.010000000000000009
механические,4,без пунктуации,0.3316666666666666,0.30333333333333334,0.9416666666666668,0.3316666666666666,-0.028333333333333266
механические,4,без служебных,0.31666666666666665,0.315,0.9766666666666666,0.3116666666666667,-0.0016666666666666496
механические,5,исходный,0.38999999999999996,0.39666666666666667,0.9383333333333334,0.38833333333333336,0.00666666666666671
механические,5,перемешивание,0.355,0.33666666666666667,0.9733333333333333,0.35000000000000003,-0.018333333333333313
механические,5,эхо x2,0.4666666666666666,0.4566666666666667,0.9699999999999999,0.4666666666666666,-0.009999999999999898
механические,5,эхо x4,0.6433333333333334,0.6383333333333333,0.9883333333333333,0.6433333333333334,-0.0050000000000001155
механические,5,эхо на четверти,0.425,0.4116666666666667,0.9666666666666667,0.425,-0.013333333333333308
механические,5,словарь к 25,0.6266666666666666,0.6083333333333333,0.9483333333333333,0.6233333333333334,-0.018333333333333313
механические,5,словарь к 60,0.5233333333333333,0.5266666666666667,0.9400000000000001,0.5233333333333333,0.0033333333333334103
механические,5,все слова разные,0.3,0.26833333333333337,0.9683333333333333,0.2966666666666667,-0.03166666666666662
механические,5,чужие хапаксы,0.36999999999999994,0.3466666666666667,0.9683333333333333,0.36833333333333335,-0.02333333333333326
механические,5,хапаксы одного домена,0.3633333333333333,0.3333333333333333,0.9499999999999998,0.3633333333333333,-0.02999999999999997
механические,5,20 чужих хапаксов,0.385,0.37166666666666665,0.9533333333333333,0.385,-0.013333333333333364
механические,5,маркер каждые 3,0.4716666666666667,0.46166666666666667,0.9666666666666667,0.4716666666666667,-0.010000000000000009
механические,5,без пунктуации,0.34500000000000003,0.3133333333333333,0.9500000000000001,0.34,-0.03166666666666673
механические,5,без служебных,0.305,0.3,0.945,0.3016666666666667,-0.0050000000000000044
механические,6,исходный,0.34,0.36166666666666664,0.9483333333333333,0.34,0.021666666666666612
механические,6,перемешивание,0.34833333333333333,0.30666666666666664,0.9349999999999999,0.34833333333333333,-0.041666666666666685
механические,6,эхо x2,0.42333333333333334,0.38999999999999996,0.9533333333333333,0.42333333333333334,-0.03333333333333338
механические,6,эхо x4,0.5416666666666666,0.5333333333333333,0.9716666666666667,0.5416666666666666,-0.008333333333333304
механические,6,эхо на четверти,0.375,0.34833333333333333,0.9533333333333333,0.375,-0.026666666666666672
механические,6,словарь к 25,0.6416666666666667,0.63,0.965,0.6383333333333333,-0.011666666666666714
механические,6,словарь к 60,0.5766666666666665,0.5466666666666666,0.9499999999999998,0.5766666666666665,-0.029999999999999916
механические,6,все слова разные,0.28333333333333327,0.27499999999999997,0.9816666666666666,0.27999999999999997,-0.008333333333333304
механические,6,чужие хапаксы,0.34,0.32499999999999996,0.96,0.3383333333333334,-0.015000000000000069
механические,6,хапаксы одного домена,0.3283333333333333,0.3016666666666667,0.96,0.325,-0.026666666666666616
механические,6,20 чужих хапаксов,0.3583333333333334,0.3583333333333334,0.96,0.3583333333333334,0.0
механические,6,маркер каждые 3,0.4716666666666667,0.4583333333333333,0.9666666666666667,0.4716666666666667,-0.013333333333333364
механические,6,без пунктуации,0.32833333333333337,0.29666666666666663,0.9616666666666666,0.32833333333333337,-0.03166666666666673
механические,6,без служебных,0.27666666666666667,0.23666666666666666,0.9500000000000001,0.27666666666666667,-0.04000000000000001
механические,7,исходный,0.3466666666666667,0.33666666666666667,0.9700000000000001,0.3466666666666667,-0.010000000000000009
механические,7,перемешивание,0.3516666666666666,0.30833333333333335,0.94,0.34500000000000003,-0.04333333333333328
механические,7,эхо x2,0.5316666666666667,0.5216666666666666,0.9733333333333333,0.5316666666666667,-0.01000000000000012
механические,7,эхо x4,0.7116666666666666,0.7033333333333333,0.9816666666666666,0.7116666666666666,-0.008333333333333304
механические,7,эхо на четверти,0.4566666666666667,0.455,0.9683333333333333,0.4566666666666667,-0.0016666666666667052
механические,7,словарь к 25,0.6783333333333333,0.67,0.9783333333333332,0.6783333333333333,-0.008333333333333304
механические,7,словарь к 60,0.5683333333333334,0.5499999999999999,0.9766666666666666,0.5666666666666668,-0.018333333333333424
механические,7,все слова разные,0.23833333333333337,0.2316666666666667,0.9683333333333333,0.2333333333333333,-0.006666666666666682
механические,7,чужие хапаксы,0.33499999999999996,0.315,0.9766666666666666,0.33499999999999996,-0.019999999999999962
механические,7,хапаксы одного домена,0.33666666666666667,0.33166666666666667,0.975,0.33666666666666667,-0.0050000000000000044
механические,7,20 чужих хапаксов,0.3566666666666667,0.35000000000000003,0.9699999999999999,0.3566666666666667,-0.006666666666666654
механические,7,маркер каждые 3,0.4583333333333333,0.4216666666666667,0.9499999999999998,0.4583333333333333,-0.036666666666666625
механические,7,без пунктуации,0.3416666666666666,0.3166666666666667,0.9683333333333333,0.3416666666666666,-0.02499999999999991
механические,7,без служебных,0.2783333333333333,0.24333333333333332,0.9616666666666666,0.2783333333333333,-0.035
механические,8,исходный,0.35666666666666663,0.33666666666666667,0.9616666666666666,0.355,-0.019999999999999962
механические,8,перемешивание,0.36833333333333335,0.34833333333333333,0.935,0.3666666666666667,-0.020000000000000018
механические,8,эхо x2,0.48500000000000004,0.48166666666666663,0.9883333333333333,0.48,-0.0033333333333334103
механические,8,эхо x4,0.6233333333333334,0.605,0.985,0.62,-0.018333333333333424
механические,8,эхо на четверти,0.44166666666666665,0.4216666666666667,0.9566666666666667,0.4383333333333333,-0.019999999999999962
механические,8,словарь к 25,0.6350000000000001,0.6316666666666667,0.9733333333333333,0.6350000000000001,-0.0033333333333334103
механические,8,словарь к 60,0.5066666666666667,0.48666666666666664,0.9616666666666666,0.5016666666666666,-0.020000000000000073
механические,8,все слова разные,0.18333333333333335,0.16666666666666666,0.9766666666666667,0.18333333333333335,-0.01666666666666669
механические,8,чужие хапаксы,0.32666666666666666,0.29,0.9633333333333333,0.3233333333333333,-0.03666666666666668
механические,8,хапаксы одного домена,0.3416666666666666,0.31666666666666665,0.965,0.3383333333333333,-0.024999999999999967
механические,8,20 чужих хапаксов,0.35333333333333333,0.3133333333333333,0.9583333333333334,0.34833333333333333,-0.040000000000000036
механические,8,маркер каждые 3,0.445,0.41,0.9583333333333334,0.445,-0.03500000000000003
механические,8,без пунктуации,0.36999999999999994,0.34833333333333333,0.9616666666666666,0.3666666666666667,-0.021666666666666612
механические,8,без служебных,0.3466666666666667,0.3133333333333333,0.9699999999999999,0.34,-0.03333333333333338
механические,9,исходный,0.5216666666666667,0.48500000000000004,0.9583333333333334,0.52,-0.03666666666666668
механические,9,перемешивание,0.525,0.49833333333333335,0.9033333333333333,0.5216666666666666,-0.026666666666666672
механические,9,эхо x2,0.605,0.5866666666666667,0.9716666666666667,0.605,-0.018333333333333313
механические,9,эхо x4,0.7283333333333334,0.705,0.9699999999999999,0.725,-0.023333333333333428
механические,9,эхо на четверти,0.5833333333333334,0.5683333333333332,0.9716666666666667,0.5833333333333334,-0.015000000000000124
механические,9,словарь к 25,0.7083333333333334,0.7033333333333335,0.9433333333333332,0.7033333333333333,-0.004999999999999893
механические,9,словарь к 60,0.6083333333333334,0.5933333333333334,0.9233333333333333,0.6066666666666667,-0.015000000000000013
механические,9,все слова разные,0.3233333333333333,0.315,0.9883333333333333,0.3233333333333333,-0.008333333333333304
механические,9,чужие хапаксы,0.52,0.49500000000000005,0.9483333333333333,0.52,-0.024999999999999967
механические,9,хапаксы одного домена,0.5333333333333333,0.49666666666666665,0.9566666666666666,0.5333333333333333,-0.03666666666666668
механические,9,20 чужих хапаксов,0.5283333333333333,0.5083333333333333,0.96,0.5283333333333333,-0.020000000000000018
механические,9,маркер каждые 3,0.61,0.5816666666666667,0.9700000000000001,0.6083333333333333,-0.02833333333333332
механические,9,без пунктуации,0.5216666666666666,0.48166666666666663,0.935,0.52,-0.03999999999999998
механические,9,без служебных,0.4366666666666667,0.4166666666666667,0.9733333333333333,0.4366666666666667,-0.020000000000000018
механические,10,исходный,0.3333333333333333,0.32,0.9516666666666667,0.3316666666666666,-0.013333333333333308
механические,10,перемешивание,0.31666666666666665,0.30833333333333335,0.9616666666666666,0.3133333333333334,-0.008333333333333304
механические,10,эхо x2,0.4383333333333333,0.425,0.9766666666666666,0.4383333333333333,-0.013333333333333308
механические,10,эхо x4,0.6116666666666667,0.5966666666666666,0.9816666666666666,0.6116666666666667,-0.015000000000000124
механические,10,эхо на четверти,0.36000000000000004,0.35833333333333334,0.9733333333333333,0.35833333333333334,-0.0016666666666667052
механические,10,словарь к 25,0.6766666666666667,0.6633333333333334,0.9483333333333333,0.6716666666666667,-0.013333333333333308
механические,10,словарь к 60,0.54,0.5383333333333333,0.8983333333333334,0.5366666666666666,-0.0016666666666667052
механические,10,все слова разные,0.2783333333333334,0.2733333333333334,0.9583333333333334,0.2783333333333334,-0.0050000000000000044
механические,10,чужие хапаксы,0.32499999999999996,0.30333333333333334,0.945,0.32499999999999996,-0.021666666666666612
механические,10,хапаксы одного домена,0.3283333333333333,0.29833333333333334,0.9466666666666667,0.3283333333333333,-0.02999999999999997
механические,10,20 чужих хапаксов,0.305,0.2933333333333334,0.9616666666666666,0.305,-0.011666666666666603
механические,10,маркер каждые 3,0.4266666666666667,0.41,0.9733333333333333,0.4266666666666667,-0.01666666666666672
механические,10,без пунктуации,0.3,0.26833333333333337,0.9433333333333334,0.29833333333333334,-0.03166666666666662
механические,10,без служебных,0.3,0.29333333333333333,0.9533333333333333,0.3,-0.006666666666666654
механические,11,исходный,0.39999999999999997,0.3833333333333333,0.975,0.39833333333333326,-0.016666666666666663
механические,11,перемешивание,0.39666666666666667,0.3666666666666667,0.9483333333333333,0.395,-0.02999999999999997
механические,11,эхо x2,0.49833333333333335,0.4683333333333333,0.9700000000000001,0.49833333333333335,-0.030000000000000027
механические,11,эхо x4,0.6283333333333333,0.6283333333333333,0.9933333333333333,0.6283333333333333,0.0
механические,11,эхо на четверти,0.47,0.46833333333333327,0.9583333333333334,0.47,-0.0016666666666667052
механические,11,словарь к 25,0.6749999999999999,0.6533333333333333,0.9766666666666667,0.6733333333333333,-0.021666666666666612
механические,11,словарь к 60,0.5716666666666667,0.5583333333333332,0.9666666666666667,0.5716666666666667,-0.01333333333333342
механические,11,все слова разные,0.3133333333333333,0.3133333333333333,0.9833333333333334,0.3133333333333333,0.0
механические,11,чужие хапаксы,0.405,0.3983333333333334,0.9866666666666667,0.405,-0.006666666666666654
механические,11,хапаксы одного домена,0.42,0.4116666666666667,0.9649999999999999,0.4166666666666667,-0.008333333333333304
механические,11,20 чужих хапаксов,0.4116666666666667,0.41,0.9683333333333333,0.4116666666666667,-0.0016666666666667052
механические,11,маркер каждые 3,0.52,0.515,0.975,0.52,-0.0050000000000000044
механические,11,без пунктуации,0.4166666666666667,0.38999999999999996,0.9666666666666667,0.4166666666666667,-0.026666666666666727
механические,11,без служебных,0.34500000000000003,0.305,0.9499999999999998,0.34500000000000003,-0.040000000000000036
механические,12,исходный,0.4116666666666666,0.4183333333333333,0.9499999999999998,0.4116666666666666,0.006666666666666654
механические,12,перемешивание,0.4566666666666667,0.445,0.96,0.455,-0.011666666666666714
механические,12,эхо x2,0.5016666666666666,0.49833333333333335,0.975,0.5,-0.0033333333333332438
механические,12,эхо x4,0.6583333333333333,0.6516666666666667,0.9866666666666667,0.6583333333333333,-0.006666666666666599
механические,12,эхо на четверти,0.4533333333333333,0.4483333333333333,0.9699999999999999,0.45166666666666666,-0.0050000000000000044
механические,12,словарь к 25,0.6333333333333333,0.6133333333333334,0.9516666666666667,0.6316666666666667,-0.019999999999999907
механические,12,словарь к 60,0.5466666666666666,0.5216666666666666,0.9483333333333333,0.5466666666666666,-0.025000000000000022
механические,12,все слова разные,0.2916666666666667,0.26,0.9666666666666667,0.29000000000000004,-0.031666666666666676
механические,12,чужие хапаксы,0.405,0.35833333333333334,0.9433333333333334,0.405,-0.04666666666666669
механические,12,хапаксы одного домена,0.39999999999999997,0.37833333333333335,0.9733333333333333,0.39833333333333326,-0.021666666666666612
механические,12,20 чужих хапаксов,0.4066666666666667,0.36999999999999994,0.9566666666666667,0.4066666666666667,-0.036666666666666736
механические,12,маркер каждые 3,0.5066666666666667,0.49499999999999994,0.9783333333333334,0.5066666666666667,-0.01166666666666677
механические,12,без пунктуации,0.43166666666666664,0.4033333333333333,0.9683333333333334,0.43166666666666664,-0.02833333333333332
механические,12,без служебных,0.42,0.4033333333333333,0.9733333333333333,0.42,-0.016666666666666663
механические,13,исходный,0.35000000000000003,0.32666666666666666,0.945,0.34833333333333333,-0.023333333333333373
механические,13,перемешивание,0.3933333333333333,0.36999999999999994,0.9616666666666666,0.39166666666666666,-0.023333333333333373
механические,13,эхо x2,0.4066666666666667,0.4000000000000001,0.9666666666666667,0.4066666666666667,-0.006666666666666599
механические,13,эхо x4,0.47833333333333333,0.45999999999999996,0.98,0.4766666666666666,-0.018333333333333368
механические,13,эхо на четверти,0.38000000000000006,0.355,0.9466666666666667,0.37833333333333335,-0.025000000000000078
механические,13,словарь к 25,0.6483333333333333,0.63,0.9666666666666667,0.6466666666666666,-0.018333333333333313
механические,13,словарь к 60,0.535,0.5316666666666667,0.9683333333333333,0.5333333333333333,-0.0033333333333332993
механические,13,все слова разные,0.32666666666666666,0.2966666666666667,0.9666666666666667,0.3233333333333333,-0.02999999999999997
механические,13,чужие хапаксы,0.35333333333333333,0.31666666666666665,0.9499999999999998,0.35333333333333333,-0.03666666666666668
механические,13,хапаксы одного домена,0.35833333333333334,0.3233333333333333,0.9583333333333334,0.35833333333333334,-0.03500000000000003
механические,13,20 чужих хапаксов,0.3483333333333334,0.31,0.9500000000000001,0.3466666666666667,-0.038333333333333386
механические,13,маркер каждые 3,0.47000000000000003,0.44,0.9533333333333333,0.47000000000000003,-0.030000000000000027
механические,13,без пунктуации,0.3233333333333333,0.31,0.9533333333333335,0.3233333333333333,-0.013333333333333308
механические,13,без служебных,0.29833333333333334,0.27166666666666667,0.965,0.2966666666666667,-0.026666666666666672
механические,14,исходный,0.3416666666666666,0.32833333333333337,0.945,0.34,-0.013333333333333253
механические,14,перемешивание,0.3416666666666666,0.33,0.9583333333333334,0.3416666666666666,-0.011666666666666603
механические,14,эхо x2,0.45166666666666666,0.445,0.9666666666666667,0.45166666666666666,-0.006666666666666654
механические,14,эхо x4,0.5966666666666666,0.6,0.9866666666666667,0.5966666666666666,0.0033333333333334103
механические,14,эхо на четверти,0.4033333333333333,0.39666666666666667,0.9699999999999999,0.4000000000000001,-0.006666666666666654
механические,14,словарь к 25,0.6649999999999999,0.6616666666666666,0.96,0.6616666666666666,-0.0033333333333332993
механические,14,словарь к 60,0.575,0.57,0.9533333333333333,0.57,-0.0050000000000000044
механические,14,все слова разные,0.26166666666666666,0.25166666666666665,0.9716666666666667,0.26,-0.010000000000000009
механические,14,чужие хапаксы,0.34500000000000003,0.3233333333333333,0.9616666666666666,0.34500000000000003,-0.021666666666666723
механические,14,хапаксы одного домена,0.35333333333333333,0.34,0.965,0.3516666666666666,-0.013333333333333308
механические,14,20 чужих хапаксов,0.36999999999999994,0.375,0.9616666666666666,0.36999999999999994,0.00500000000000006
механические,14,маркер каждые 3,0.465,0.4633333333333333,0.9616666666666666,0.465,-0.0016666666666667052
механические,14,без пунктуации,0.3383333333333334,0.335,0.94,0.3383333333333334,-0.003333333333333355
механические,14,без служебных,0.3233333333333333,0.32833333333333337,0.9433333333333334,0.3216666666666667,0.00500000000000006
механические,15,исходный,0.30666666666666664,0.295,0.9616666666666666,0.30666666666666664,-0.011666666666666659
механические,15,перемешивание,0.3116666666666667,0.2933333333333333,0.9616666666666666,0.30833333333333335,-0.018333333333333424
механические,15,эхо x2,0.415,0.405,0.9699999999999999,0.415,-0.009999999999999953
механические,15,эхо x4,0.6683333333333333,0.6583333333333333,0.9916666666666667,0.6633333333333334,-0.010000000000000009
механические,15,эхо на четверти,0.36000000000000004,0.34833333333333333,0.9733333333333333,0.35833333333333334,-0.011666666666666714
механические,15,словарь к 25,0.625,0.6166666666666667,0.9766666666666667,0.6233333333333333,-0.008333333333333304
механические,15,словарь к 60,0.5116666666666667,0.5083333333333334,0.9766666666666666,0.5116666666666667,-0.0033333333333332993
механические,15,все слова разные,0.19666666666666666,0.17166666666666663,0.975,0.19666666666666666,-0.025000000000000022
механические,15,чужие хапаксы,0.3033333333333333,0.2866666666666667,0.955,0.3016666666666667,-0.016666666666666607
механические,15,хапаксы одного домена,0.3,0.3116666666666667,0.9716666666666667,0.3,0.011666666666666714
механические,15,20 чужих хапаксов,0.2816666666666667,0.2583333333333333,0.9733333333333333,0.2816666666666667,-0.023333333333333373
механические,15,маркер каждые 3,0.4466666666666666,0.44166666666666665,0.9683333333333333,0.4466666666666666,-0.004999999999999949
механические,15,без пунктуации,0.31833333333333336,0.28833333333333333,0.96,0.31833333333333336,-0.030000000000000027
механические,15,без служебных,0.265,0.26,0.9633333333333333,0.26,-0.0050000000000000044
механические,16,исходный,0.3499999999999999,0.3233333333333333,0.96,0.3466666666666667,-0.026666666666666616
механические,16,перемешивание,0.325,0.29333333333333333,0.9466666666666667,0.3233333333333333,-0.031666666666666676
механические,16,эхо x2,0.45166666666666666,0.4366666666666667,0.9683333333333334,0.45166666666666666,-0.014999999999999958
механические,16,эхо x4,0.635,0.6116666666666667,0.9666666666666667,0.635,-0.023333333333333317
механические,16,эхо на четверти,0.35333333333333333,0.3466666666666667,0.9566666666666667,0.35333333333333333,-0.006666666666666654
механические,16,словарь к 25,0.6233333333333334,0.6383333333333333,0.9616666666666666,0.6233333333333334,0.014999999999999902
механические,16,словарь к 60,0.5133333333333333,0.49666666666666676,0.96,0.5133333333333333,-0.016666666666666552
механические,16,все слова разные,0.2966666666666667,0.2783333333333333,0.9566666666666666,0.295,-0.018333333333333368
механические,16,чужие хапаксы,0.3116666666666667,0.295,0.9683333333333333,0.31000000000000005,-0.01666666666666672
механические,16,хапаксы одного домена,0.3366666666666666,0.33499999999999996,0.965,0.3366666666666666,-0.0016666666666666496
механические,16,20 чужих хапаксов,0.3233333333333333,0.31833333333333336,0.9666666666666667,0.3216666666666667,-0.004999999999999949
механические,16,маркер каждые 3,0.44166666666666665,0.4283333333333333,0.9633333333333334,0.44166666666666665,-0.013333333333333364
механические,16,без пунктуации,0.30833333333333335,0.29333333333333333,0.965,0.30833333333333335,-0.015000000000000013
механические,16,без служебных,0.27166666666666667,0.25499999999999995,0.9433333333333334,0.27166666666666667,-0.01666666666666672
механические,17,исходный,0.39833333333333326,0.3833333333333333,0.965,0.395,-0.014999999999999958
механические,17,перемешивание,0.38166666666666665,0.3416666666666666,0.9533333333333335,0.38166666666666665,-0.040000000000000036
механические,17,эхо x2,0.5066666666666667,0.47500000000000003,0.9683333333333333,0.5066666666666667,-0.031666666666666676
механические,17,эхо x4,0.6383333333333333,0.64,0.9716666666666667,0.6383333333333333,0.0016666666666667052
механические,17,эхо на четверти,0.43333333333333335,0.42333333333333334,0.9899999999999999,0.43333333333333335,-0.010000000000000009
механические,17,словарь к 25,0.65,0.6283333333333333,0.9566666666666667,0.645,-0.021666666666666723
механические,17,словарь к 60,0.545,0.5366666666666667,0.9716666666666667,0.545,-0.008333333333333304
механические,17,все слова разные,0.33666666666666667,0.32,0.9766666666666667,0.33666666666666667,-0.016666666666666663
механические,17,чужие хапаксы,0.3333333333333333,0.3033333333333334,0.965,0.3316666666666667,-0.029999999999999916
механические,17,хапаксы одного домена,0.38833333333333336,0.38000000000000006,0.975,0.38833333333333336,-0.008333333333333304
механические,17,20 чужих хапаксов,0.3833333333333333,0.36166666666666664,0.9683333333333334,0.3833333333333333,-0.021666666666666667
механические,17,маркер каждые 3,0.5083333333333333,0.49666666666666665,0.9783333333333332,0.5083333333333333,-0.011666666666666659
механические,17,без пунктуации,0.3333333333333333,0.3216666666666667,0.9483333333333333,0.3333333333333333,-0.011666666666666603
механические,17,без служебных,0.32833333333333337,0.30833333333333335,0.9666666666666667,0.32499999999999996,-0.020000000000000018
механические,18,исходный,0.355,0.3466666666666667,0.9266666666666667,0.3499999999999999,-0.008333333333333304
механические,18,перемешивание,0.355,0.32666666666666666,0.9499999999999998,0.35333333333333333,-0.02833333333333332
механические,18,эхо x2,0.52,0.49833333333333335,0.9516666666666665,0.5133333333333333,-0.021666666666666667
механические,18,эхо x4,0.6783333333333333,0.66,0.9716666666666667,0.6783333333333333,-0.018333333333333313
механические,18,эхо на четверти,0.4583333333333333,0.445,0.96,0.455,-0.013333333333333308
механические,18,словарь к 25,0.63,0.62,0.9499999999999998,0.63,-0.010000000000000009
