набор,текст,условие,крупный,мелкий,средний
LLM,coling::07106895-c293-4117-be28-f75985334b33,редкие синонимы,21.25102704351415,3.4218897447829355,15.668025186492367
LLM,coling::07106895-c293-4117-be28-f75985334b33,тема вписана,19.71508307581672,3.4070101407258835,15.9742400125959
LLM,coling::07106895-c293-4117-be28-f75985334b33,термин в той же обёртке,21.490780504861572,2.8606853015616442,15.456400064459938
LLM,coling::07106895-c293-4117-be28-f75985334b33,художественный стиль,19.774211944469915,3.83849045752923,17.41300588019687
LLM,coling::07106895-c293-4117-be28-f75985334b33,чужие хапаксы,14.646140590113074,3.9456249929169327,12.534216102020729
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,анафора,17.00808973154271,2.8281463775938604,11.84686388713333
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,богаче словарь,20.950287009153474,3.824742169757208,18.944838065472865
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,исходный,19.603439541791026,4.023715300555932,14.908838646741197
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,каждое предложение о своём,22.80756624544722,5.220831142275576,20.547310476588642
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,меньше мыслей,11.816104859286357,4.265730573887177,5.865067846219793
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,одна тема,23.014155423660988,4.0712804593934875,15.124921101548267
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,перемешивание,17.050782778054437,5.470848745140431,13.47382078959858
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,поле: значение,16.210559202439,3.3891921269726857,15.127370488700205
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,редкие синонимы,20.594683136079205,3.923487626241353,16.76438875431861
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,термин в той же обёртке,15.824092576138737,3.3845255026531302,12.641664070013496
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,художественный стиль,26.511857563991747,4.433812700921812,21.55300888537967
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,чужие хапаксы,16.242603835430078,4.502381851050581,12.751296752285313
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,анафора,12.897460078442686,3.157710712554239,12.520664559730156
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,беднее словарь,20.50821055144233,4.129582739092212,17.07134084144858
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,без синонимов,20.413432429001997,4.172632072085984,16.892075902433184
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,богаче словарь,18.521211873081015,4.791391365586032,17.038487278833607
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,исходный,21.341823447633477,4.594916774192343,17.91899980530846
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,меньше мыслей,16.501273371333966,3.3845736924278773,9.813020170484965
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,ни одного слова дважды,20.03307903377651,4.629983681443625,18.721401024327765
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,одна тема,22.353834830174296,4.209608163964703,17.557764003166987
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,перемешивание,17.898967655494708,5.431931585936483,14.819055080256069
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,поле: значение,15.494377235383212,2.678638292581827,13.554186792402174
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,редкие синонимы,19.368949980288903,4.309892888541236,16.417227809129297
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,тема вписана,19.642572220348278,4.589365064477128,17.17544815131723
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,термин в той же обёртке,21.15340963052438,4.092470120261962,17.414839860721134
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,художественный стиль,22.854849727735676,4.922729509779302,19.297369604612747
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,чужие хапаксы,14.85402439953255,5.353283486472121,14.310205064033658
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,анафора,17.83212919729657,2.52800865061333,12.766473945907256
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,беднее словарь,21.333405841913063,3.1893455378069113,15.042589880800545
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,без синонимов,20.798041660510677,3.3926378474548833,15.184730919664835
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,богаче словарь,21.31282642293259,3.993523373523647,17.211400607145986
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,исходный,21.573813163799485,3.4650258059592054,16.735375596237624
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,каждое предложение о своём,24.77497526339421,4.991105789960648,19.985067511771884
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,меньше мыслей,10.477739545094844,3.4962747753169885,4.382955927595082
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,ни одного слова дважды,23.110040709926942,3.536824530526174,16.12649075067237
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,одна тема,19.691924546903692,3.513362739282242,13.60496063836855
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,перемешивание,19.578558462563848,4.6682464724916715,15.441221491464173
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,поле: значение,16.759471500131298,3.022441501759128,14.149541013226763
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,редкие синонимы,21.562678547752594,3.562131648214869,17.28824823723003
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,тема вписана,22.32103303750351,3.81506671039933,17.257989639081202
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,термин в той же обёртке,16.36858774062041,2.3592880475636018,10.218670963498578
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,художественный стиль,28.278807524310484,3.908987153623909,19.912134669648236
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,чужие хапаксы,15.818701705757228,4.2463297687257056,13.681210044245512
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,анафора,17.037350313538752,3.4148146722287964,12.568832115272368
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,беднее словарь,20.243632489889166,4.3513668111942305,14.601738109988014
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,богаче словарь,23.737150182439386,6.06901172132263,22.52431877625803
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,исходный,19.73561458425998,4.448628443067933,14.927919178598923
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,каждое предложение о своём,22.832684565898514,4.420530242079005,20.629883771296313
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,меньше мыслей,13.866738442346705,2.801549328199605,9.774369489433822
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,одна тема,19.5108845799739,3.998086222678094,14.44868149584472
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,перемешивание,17.211032091664986,5.717928277756562,14.21411673205525
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,поле: значение,15.200081685030057,3.200202832986269,14.293582446532621
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,редкие синонимы,20.921312976763083,4.382423903603385,15.323662189445708
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,термин в той же обёртке,16.422061359600768,3.1796269053291573,12.651798401562928
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,художественный стиль,21.579007122159457,4.77343901218662,20.486615198354308
LLM,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,чужие хапаксы,15.957895777331352,4.8365637813122,13.167425447176925
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,анафора,16.590821458473275,3.0274701054274957,12.07235431838997
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,беднее словарь,17.90238957305517,3.3164015829195015,13.550281359830072
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,без синонимов,18.499368280325324,3.3004161074252627,12.593125187598439
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,богаче словарь,30.292376276312027,5.959586537024938,26.53332793257946
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,исходный,17.728940513621872,4.178963678800687,15.2600273212197
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,каждое предложение о своём,24.062361787134527,5.92814730768696,22.866479052767744
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,меньше мыслей,12.628991762462773,2.678982276029005,7.456965035227649
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,ни одного слова дважды,24.175900790672976,3.9209322544160914,17.649525771912742
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,одна тема,17.991206888077283,3.248053503493275,14.892634528523416
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,перемешивание,20.88548386749364,6.058470185642507,16.7258570444918
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,поле: значение,14.197615348051132,2.640411120883532,13.274734720972376
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,редкие синонимы,17.552396958920113,4.093788075991598,16.59821941258269
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,тема вписана,21.858960862408527,3.8375879017527836,15.165089454106162
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,термин в той же обёртке,16.037082491305902,3.2731717601001433,13.005650374833731
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,художественный стиль,24.05344757091376,4.684705759544545,20.65831191056579
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,чужие хапаксы,14.16735829272112,4.512743693337494,13.463836000914636
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,анафора,19.541872451826553,2.711406004381748,13.236246877566085
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,беднее словарь,14.76868343378149,3.295594521168733,10.934991907690495
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,без синонимов,13.690566168422976,3.3046963585263573,11.5344046849377
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,богаче словарь,14.25875731680086,3.134491757613698,12.314673948009883
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,исходный,14.016453202130307,3.124864118671233,11.332395180459702
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,меньше мыслей,15.306859704351199,3.469763255977216,14.116206632862708
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,ни одного слова дважды,13.670910534396512,3.349781214911036,12.365033738994766
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,одна тема,13.111937395439867,3.2655608157074094,11.506878278834632
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,перемешивание,11.929647134564917,5.276113173884116,10.338141859585555
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,поле: значение,10.782095322877371,2.37068699775118,6.61080292758731
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,редкие синонимы,13.469653426935249,3.2530417163363774,12.017855644030735
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,тема вписана,14.690695030395132,3.7559880126584244,13.479379895385609
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,термин в той же обёртке,14.41207829888249,2.7212815989286687,10.831481473388358
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,художественный стиль,21.942132989536614,3.9663150874708344,17.508592000785978
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,чужие хапаксы,10.779635350378795,3.5118456960738214,9.797434171907085
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,анафора,16.302276350665913,2.529743380347781,12.528017770321222
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,без синонимов,17.215211485396303,2.7535685969751214,13.56481082521926
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,богаче словарь,19.085968628181224,3.7606746418831407,17.02446380212184
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,исходный,19.694950361994444,3.1564948630883625,15.857993389460969
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,каждое предложение о своём,16.511710484313024,4.28984060256755,17.04853566201182
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,меньше мыслей,25.249065376737658,3.7123734594365443,17.59787878330722
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,ни одного слова дважды,20.228322555898572,3.78769301947656,18.28662184623695
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,одна тема,16.288120623652524,3.230479626519814,14.024033362649153
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,перемешивание,16.713213568309733,4.191101462108175,13.85352596105152
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,поле: значение,17.70229863271592,3.025341996694135,14.033012695892143
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,редкие синонимы,17.643625933861504,3.305085759635877,15.495542724753028
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,тема вписана,17.456005849906166,3.7279873830495025,15.572424401516042
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,термин в той же обёртке,18.346708424670865,2.8045116093295874,14.162595297697333
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,художественный стиль,16.839652391209107,3.6464977210788114,15.380827291913771
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,чужие хапаксы,16.890736504765716,3.4098504799656313,14.150160681128849
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,анафора,13.14490169670114,3.103905737674615,11.18348044242704
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,беднее словарь,23.47839857128703,3.5517752967175187,15.011384273346598
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,без синонимов,21.81903481702573,3.1456805517622897,14.087776196695998
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,богаче словарь,24.643609359420825,3.829313460065452,18.395416413072144
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,исходный,22.026633361508708,3.7093876917449244,14.919722013126048
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,каждое предложение о своём,24.64264050042038,4.6591211601230915,19.70941744455113
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,меньше мыслей,12.97146465008888,3.7512827308047454,7.366937893743545
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,ни одного слова дважды,25.663892912024252,4.740864047744887,22.06548150694403
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,одна тема,24.72950122191491,3.4751695928955533,13.25003563161384
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,перемешивание,16.76613901785857,5.7414276339758725,13.64780512779232
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,поле: значение,14.993979482114364,2.465976646528611,13.150664949273297
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,редкие синонимы,23.909991371819647,3.8731578021675124,16.503601612989996
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,тема вписана,23.6629010431538,3.712537168820132,17.273724928742304
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,термин в той же обёртке,20.555745642241906,3.1493737231627796,14.81890807315346
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,художественный стиль,29.52950078436029,4.600004704342461,22.36639310773844
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,чужие хапаксы,15.7105901154805,4.444717725921601,12.820905944564103
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,анафора,13.33326044765445,2.47824188247131,10.707890780996475
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,беднее словарь,16.95829865698337,3.624437474679578,12.612786862928022
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,без синонимов,16.70399358092202,3.432773490326098,12.38468158593027
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,богаче словарь,19.052114664835734,3.863050696940501,16.12678321494372
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,исходный,21.368195417220797,3.6446802508055507,15.031188366502942
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,меньше мыслей,14.685472507831086,3.2931807177572994,9.40051113083983
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,ни одного слова дважды,20.46800999581471,3.8124302029439643,16.726619024655736
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,одна тема,20.824243306271878,3.9889091262718077,13.831605003372278
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,перемешивание,16.354792854735404,4.9869444214699525,13.35836011025132
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,поле: значение,14.588925402350668,2.3928616396166453,11.47525226850214
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,редкие синонимы,16.510996032695502,3.5721914859822057,13.588005328656518
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,тема вписана,18.105392846728563,4.6579530543086864,15.998884461939943
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,термин в той же обёртке,13.743714092300147,2.4759940487387615,10.667804874384716
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,художественный стиль,18.714627727208967,4.506851808423733,16.878821042093755
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,чужие хапаксы,15.654166966053205,4.106022484588887,12.984897959803686
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,анафора,12.352699003479685,3.001434773114255,11.937659320366006
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,беднее словарь,21.6728226611724,3.898391472462971,16.895766164104476
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,без синонимов,22.622550705888646,3.721499746237049,15.75583960680714
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,богаче словарь,21.62519940917189,5.578829426501902,20.48026394270915
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,исходный,21.578044498520143,4.8964255760380135,16.498684610745766
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,ни одного слова дважды,25.56813877326845,6.040105131072569,22.824350912627786
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,перемешивание,18.09454798047756,6.012221386577592,15.068249098547408
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,поле: значение,14.326398866158428,2.659893674310225,13.602148369834065
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,редкие синонимы,23.398047911006433,4.3536052027935295,18.336499509838834
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,тема вписана,18.95193300129066,4.6790317683274,17.376787955203778
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,термин в той же обёртке,21.27799981684561,4.427984945553935,16.22690308048662
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,художественный стиль,26.796337867258686,4.670290689772549,21.472820838477375
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,чужие хапаксы,14.523632726898938,5.510409351968412,13.043931847608937
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,анафора,12.516781487681474,2.700208673469159,12.881488166894385
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,беднее словарь,18.48330173598883,3.890326589673635,13.638350002744275
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,без синонимов,19.098228060207006,4.485478381883354,14.571407241030283
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,богаче словарь,29.76456468339214,7.241109756333012,23.639677739826045
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,исходный,19.845235696836944,4.111906545150676,14.570704358350365
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,каждое предложение о своём,21.958717239154932,5.052549763518196,19.29338698066218
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,меньше мыслей,15.064905089219097,3.612428240205323,9.333321424988183
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,одна тема,20.06911248948898,4.124343445821851,14.148462165047551
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,перемешивание,19.979968306225558,5.336047330337437,14.150615755875418
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,поле: значение,12.90317786907908,3.163145080342364,14.040049740995034
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,редкие синонимы,23.223391216205922,3.895209094479466,15.801454352201677
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,тема вписана,21.317867907747914,4.215097191369291,16.666366884958
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,термин в той же обёртке,19.47593150494217,4.111425242167597,14.931600784691963
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,художественный стиль,28.832427086143905,5.400158919645011,24.081137442053254
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,чужие хапаксы,15.664047598651898,5.010722778544072,13.451122585585827
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,анафора,16.36678554498284,3.1800446379506,14.177730161426876
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,беднее словарь,20.893538589548754,4.358134030099198,16.928897444815245
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,без синонимов,22.042934164408557,4.035750034497767,16.359071843584253
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,богаче словарь,22.07272655548737,4.448602044254998,18.456224919875233
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,исходный,20.459741183279945,4.387210949226373,17.432011577885493
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,меньше мыслей,14.173857374853242,2.992904015810806,9.254089581756535
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,ни одного слова дважды,24.077258833748264,4.823833338409815,19.275038405009404
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,одна тема,20.977141311256812,3.7769954759049993,13.545436602751206
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,перемешивание,17.852406304961093,5.659297642793216,15.465747592306348
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,поле: значение,14.137774089407761,2.1121016055246544,11.844781171101893
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,редкие синонимы,22.839827467405282,4.487390168825132,17.96785642428568
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,тема вписана,20.84173134153819,4.389357901245274,18.01983578198893
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,термин в той же обёртке,21.529518021814425,4.6170442587723155,18.143054026357124
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,художественный стиль,27.861168292745464,5.901225877319685,24.021600305871665
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,чужие хапаксы,16.804386743463816,4.863264708476676,14.822058196722523
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,анафора,17.901573591850322,3.1643996685935782,10.902265175827244
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,беднее словарь,20.07599560804894,3.899186807430227,15.047497748096427
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,без синонимов,19.308111227421097,3.209753157536446,13.862123259044466
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,богаче словарь,20.524266114200575,4.645989484612795,18.546557083248764
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,исходный,20.287492744853832,3.986952046692893,15.434439545252541
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,меньше мыслей,13.977917484292327,3.407942606797036,8.920702939304338
