feature,low,high,sep,mode,q
question_rate,0.011597999521643096,0.025391585359127757,0.10774876632660647,q0.5_range,0.2
exclaim_rate,0.02551428972652834,0.056432451304620254,0.1691905379856184,q0.5_range,0.2
mean_log_rank,0.09943598833990393,0.12479814679130875,0.057609505873951715,q0.5_range,0.2
rare_word_rate,-0.0013421625395271725,-0.00680212963189522,-0.10474134675497652,q0.5_range,0.2
rep_axis,1.4950706636382235e-15,-1.2018174406212088e-15,-2.8726505530444393,q0.5_range,0.2
content_ratio,0.0165001761851175,0.027918860235594856,0.18214307661759885,q0.5_range,0.25
mean_word_len,-0.023534362546605694,0.14395206533445404,0.4298053760077078,q0.5_range,0.25
long_word_rate,-0.008302479764933798,0.011441843863472396,0.37955750614470474,q0.5_range,0.25
mean_sent_len,0.389265032029617,7.53270080715578,0.303540528089307,q0.5_range,0.25
sd_sent_len,1.6086944702300905,5.381105210797513,0.25063279187374327,q0.5_range,0.25
sent_len_burst,0.043965809515099374,0.0523324196922,0.037161871769048754,q0.5_range,0.25
n_sents_per_100w,0.4855520270150698,-0.8501052488251346,-0.4949555161481496,q0.5_range,0.25
subordinator_rate,0.00044688840974776544,0.002452738138068892,0.11010648116726703,q0.5_range,0.25
function_rate,-0.01650017618511749,-0.02791886023559492,-0.18214307661759999,q0.5_range,0.25
connective_rate,-9.70002418070872e-05,0.0003264375068265907,0.09556695455781826,q0.5_range,0.25
hedge_rate,-0.0009489089429693369,0.0013988735919391998,0.3772756242655533,q0.5_range,0.25
pron12_rate,0.002429965116852674,-0.0017748082210342472,-0.13968601040114315,q0.5_range,0.25
comma_rate,-2.538900455061943e-05,-0.0020279635874736247,-0.37381485132053494,q0.5_range,0.25
punct_rate,0.0019503989397148306,-0.0024411239750071183,-0.4546710606062634,q0.5_range,0.25
quote_rate,0.0022471281278326764,-0.0008378203058865096,-0.3195385222436768,q0.5_range,0.25
paren_rate,0.0002995368538720633,0.00023960813197257354,-0.010686541709831257,q0.5_range,0.25
dash_rate,4.212432760724607e-05,0.00016114971610354075,0.042952166858424554,q0.5_range,0.25
digit_rate,0.0019807576461487895,0.00012404262836970457,-0.15972677514727465,q0.5_range,0.25
upper_rate,0.0026441756413792816,-0.001747350097960086,-0.287791820255915,q0.5_range,0.25
linebreak_per_100w,-0.7445012194145665,0.5007204165327492,1.0271603946692047,q0.5_range,0.25
bullet_rate,-0.03999181182702158,0.03827892818034062,0.26462731905505177,q0.5_range,0.25
question_rate,0.011126138602825297,0.0222473816000551,0.08872608593822398,q0.5_range,0.25
exclaim_rate,0.026142105718203513,0.05495109339559646,0.15930749837293554,q0.5_range,0.25
mean_log_rank,0.08125132138713966,0.11796958911827432,0.08379515054942079,q0.5_range,0.25
rare_word_rate,-0.002768512203748335,-0.006597122745996653,-0.07363892570646016,q0.5_range,0.25
rep_axis,1.5061881731967863e-15,-1.1980369051085938e-15,-2.891993466820046,q0.5_range,0.25
content_ratio,0.016594518694038586,0.025824987688444666,0.14669698318156177,q0.5_range,0.3
mean_word_len,-0.022566787707855182,0.13355221063023293,0.39872544453763625,q0.5_range,0.3
long_word_rate,-0.008042314800461615,0.010199169555648969,0.3493048233760857,q0.5_range,0.3
mean_sent_len,0.6722588006100736,7.778286122285468,0.30035219362817844,q0.5_range,0.3
sd_sent_len,1.918904675737695,5.428838735508361,0.22753403997650098,q0.5_range,0.3
sent_len_burst,0.04559506188492255,0.04945543274612371,0.01695858216014622,q0.5_range,0.3
n_sents_per_100w,0.47497663575758503,-0.885228444182593,-0.5014224813388595,q0.5_range,0.3
subordinator_rate,0.0006917455752571718,0.003013587042159411,0.1271758114744696,q0.5_range,0.3
function_rate,-0.016594518694038572,-0.025824987688444732,-0.14669698318156305,q0.5_range,0.3
connective_rate,-0.00013415552688859802,0.0002506057587950841,0.087421113473908,q0.5_range,0.3
hedge_rate,-0.0010059597539905994,0.0015630653089931162,0.4123257290616207,q0.5_range,0.3
pron12_rate,0.0029199663646254505,-0.002309829349495319,-0.17296448239200712,q0.5_range,0.3
comma_rate,-9.032445936026697e-05,-0.0019012977175169481,-0.33632952108023145,q0.5_range,0.3
punct_rate,0.00191435648269843,-0.0024045760378624257,-0.44741881024205543,q0.5_range,0.3
quote_rate,0.002372007133055293,-0.000798202453671721,-0.3280175731002467,q0.5_range,0.3
paren_rate,0.00024810923998291526,0.0002009047501702773,-0.008413743589736341,q0.5_range,0.3
dash_rate,1.607949229525118e-05,8.89215306458272e-05,0.027567660774962626,q0.5_range,0.3
digit_rate,0.0021061165132550213,2.5275512832449305e-05,-0.17965415623532022,q0.5_range,0.3
upper_rate,0.002553076129744697,-0.002256454496916645,-0.3245343265309862,q0.5_range,0.3
linebreak_per_100w,-0.7316580223775015,0.5001563512538296,0.8788622582865419,q0.5_range,0.3
bullet_rate,-0.04854769280421038,0.03818658085517998,0.28570494464745166,q0.5_range,0.3
question_rate,0.01084783521256555,0.02293435411582255,0.0962578464870312,q0.5_range,0.3
exclaim_rate,0.026132080680361162,0.04963270852053913,0.13115290509711713,q0.5_range,0.3
mean_log_rank,0.07866999570396882,0.10020113936960508,0.04997663238247609,q0.5_range,0.3
rare_word_rate,-0.0025191408005055286,-0.008122240513848418,-0.11220649628451981,q0.5_range,0.3
rep_axis,1.5025955073962498e-15,-1.192878110458454e-15,-2.878873491719016,q0.5_range,0.3
content_ratio,0.01717399823173535,0.023026240506198514,0.09322970538515635,q0.5_range,0.35
mean_word_len,-0.028657746887638134,0.11384825759787823,0.3590843964372718,q0.5_range,0.35
long_word_rate,-0.0083473138841662,0.00853931020801642,0.319280278922087,q0.5_range,0.35
mean_sent_len,0.5247605585670769,7.551432644047486,0.2979784213897075,q0.5_range,0.35
sd_sent_len,1.7758954415325081,5.16203134858735,0.22060670769487722,q0.5_range,0.35
sent_len_burst,0.04468739340795471,0.046561367208096636,0.008223177773760873,q0.5_range,0.35
n_sents_per_100w,0.5121327292538522,-0.8767064679903425,-0.5107370332190827,q0.5_range,0.35
subordinator_rate,1.3613648874884753e-05,0.0030046868748697126,0.16468368257081326,q0.5_range,0.35
function_rate,-0.017173998231735335,-0.023026240506198573,-0.09322970538515751,q0.5_range,0.35
connective_rate,-0.00011092636639692249,0.0002943515854795351,0.09203956680005203,q0.5_range,0.35
hedge_rate,-0.0009997524863447063,0.00128721977952574,0.36742297119567235,q0.5_range,0.35
pron12_rate,0.0029036046195707334,-0.0021383425175629193,-0.16573797140262464,q0.5_range,0.35
comma_rate,0.00010898829112768845,-0.0020124445984031005,-0.42528440770850695,q0.5_range,0.35
punct_rate,0.0022898582377854164,-0.0024927466608454713,-0.4951106041556129,q0.5_range,0.35
quote_rate,0.002379605817459116,-0.0008362983149015754,-0.33163963341335956,q0.5_range,0.35
paren_rate,0.00026236935011713785,0.00018548077209670292,-0.01369171536487496,q0.5_range,0.35
dash_rate,1.168382705739515e-05,7.870950298508485e-05,0.02520113763587784,q0.5_range,0.35
digit_rate,0.0017738992857876392,-1.430374724732647e-05,-0.15922453549678542,q0.5_range,0.35
upper_rate,0.0031277553521413424,-0.0026738433225337943,-0.39413101292927866,q0.5_range,0.35
linebreak_per_100w,-0.6764355559154686,0.5079317533409791,0.8773865446600553,q0.5_range,0.35
bullet_rate,-0.04819091275637602,0.03748409367920571,0.28220147550251307,q0.5_range,0.35
question_rate,0.010745759859818791,0.022037961718742657,0.09001291310194143,q0.5_range,0.35
exclaim_rate,0.02516862350016101,0.048554407748380296,0.13035448184385345,q0.5_range,0.35
mean_log_rank,0.0880388829701342,0.07972921557622271,-0.019855276006396624,q0.5_range,0.35
rare_word_rate,-0.0011163054636890075,-0.009022898593407653,-0.1704279363162691,q0.5_range,0.35
rep_axis,1.5012359741699914e-15,-1.1637024250729725e-15,-2.8461389239991313,q0.5_range,0.35
content_ratio,0.018031682566058714,0.019371731343540036,0.021408759983385407,q0.5_range,0.4
mean_word_len,-0.04530102797443838,0.10939148654124949,0.39006587667509535,q0.5_range,0.4
long_word_rate,-0.010343788271727071,0.008879753484989799,0.361244912074129,q0.5_range,0.4
mean_sent_len,0.5199843562643305,7.387307325203089,0.2916196492187614,q0.5_range,0.4
sd_sent_len,1.8870068151151953,4.888312656877339,0.196496455952812,q0.5_range,0.4
sent_len_burst,0.051020529886348726,0.03888326326235228,-0.05376604667846619,q0.5_range,0.4
n_sents_per_100w,0.5414691556396533,-0.8568141027986891,-0.5158004161573697,q0.5_range,0.4
subordinator_rate,-1.4475050268758504e-06,0.002843709119007484,0.1549532386331932,q0.5_range,0.4
function_rate,-0.018031682566058697,-0.01937173134354011,-0.021408759983386854,q0.5_range,0.4
connective_rate,-9.838128367356789e-05,0.0004029062325122823,0.1119550192505055,q0.5_range,0.4
hedge_rate,-0.0008569417378301417,0.001425234175691516,0.358291745862703,q0.5_range,0.4
pron12_rate,0.003765023015448009,-0.001890048631742036,-0.1847539205342228,q0.5_range,0.4
comma_rate,0.00024082336623304078,-0.001855628439621072,-0.4161803568611973,q0.5_range,0.4
punct_rate,0.002528032165382578,-0.0024415534156302914,-0.5142325877668643,q0.5_range,0.4
quote_rate,0.0025660411722068393,-0.0007881190959279998,-0.3436938844070981,q0.5_range,0.4
paren_rate,0.00031220502588699667,7.804215741253904e-05,-0.041625430291258134,q0.5_range,0.4
dash_rate,-5.877583331125756e-06,3.6851815488900044e-05,0.01598595298803885,q0.5_range,0.4
digit_rate,0.002138291198120535,-0.0003256533883318056,-0.21709846192915622,q0.5_range,0.4
upper_rate,0.0031182873266077872,-0.003142123354375815,-0.4301332175115624,q0.5_range,0.4
linebreak_per_100w,-0.11129998812182584,0.5048062458941345,0.14289688587718555,q0.5_range,0.4
bullet_rate,-0.06797357404564536,0.04106463394709795,0.50590293674392,q0.5_range,0.4
question_rate,0.013163210733085287,0.024977903654724284,0.0933977784221783,q0.5_range,0.4
exclaim_rate,0.02458082767108528,0.039655028515003334,0.08889382546582361,q0.5_range,0.4
mean_log_rank,0.08580781594499694,0.05645528213522285,-0.0706313751506515,q0.5_range,0.4
rare_word_rate,-0.0011562469238945482,-0.010500581830972754,-0.20525905005090547,q0.5_range,0.4
rep_axis,1.5050793784991575e-15,-1.1397825428495144e-15,-2.816244855470442,q0.5_range,0.4
content_ratio,0.020724486677767676,0.016033531756734797,-0.07401766954148466,q0.5_range,0.45
mean_word_len,-0.04569545901416916,0.1095594161223476,0.3848423177607899,q0.5_range,0.45
long_word_rate,-0.00933689336743996,0.009231413438874759,0.34478765661667365,q0.5_range,0.45
mean_sent_len,0.5509427898386536,6.42982912235033,0.2509305746384043,q0.5_range,0.45
sd_sent_len,2.227456876056308,4.0179261205993555,0.11661172962906423,q0.5_range,0.45
sent_len_burst,0.06352173839454595,0.02225413963153424,-0.17853826669682998,q0.5_range,0.45
n_sents_per_100w,0.5825605806514069,-0.7623986912585222,-0.49025787504836943,q0.5_range,0.45
subordinator_rate,-0.0005041636750674616,0.0022947759612000867,0.1531068261712366,q0.5_range,0.45
function_rate,-0.020724486677767665,-0.016033531756734876,0.07401766954148326,q0.5_range,0.45
connective_rate,5.229877910989649e-05,0.0003141598993107356,0.058689169690942206,q0.5_range,0.45
hedge_rate,-0.0008310078523603263,0.0017467536589658031,0.39758210971290353,q0.5_range,0.45
pron12_rate,0.00313745357888063,-0.0016578900525456137,-0.1611047233085678,q0.5_range,0.45
comma_rate,0.00021729462061203999,-0.0016698211784051114,-0.3685458811284119,q0.5_range,0.45
punct_rate,0.0026429587011675315,-0.002338494298112763,-0.5171473287502688,q0.5_range,0.45
quote_rate,0.002709074753977433,-0.0008068735192657839,-0.3587454582979693,q0.5_range,0.45
paren_rate,0.0006227289772230771,-0.00011230929809174558,-0.12410389069119106,q0.5_range,0.45
dash_rate,0.0001418693078290162,4.842225028321762e-05,-0.03352462896196881,q0.5_range,0.45
digit_rate,0.0034612858076816582,-0.0007595969354081442,-0.3038450585899772,q0.5_range,0.45
upper_rate,0.004103863069006707,-0.0034852970014038675,-0.494518851682339,q0.5_range,0.45
linebreak_per_100w,0.21601965908698584,0.4584761472876873,0.04985254669723666,q0.5_range,0.45
bullet_rate,-0.07146225809124818,0.04041097985058066,0.5033750730959726,q0.5_range,0.45
question_rate,0.015690483413542657,0.021692432762069877,0.047590152036062594,q0.5_range,0.45
exclaim_rate,0.023041566777696997,0.024656130666497918,0.010324965833110324,q0.5_range,0.45
mean_log_rank,0.10794204912120942,0.043898481702991834,-0.15030818049175587,q0.5_range,0.45
rare_word_rate,0.0007920736547602058,-0.011670581704519935,-0.2676072575178989,q0.5_range,0.45
rep_axis,1.4868349303344157e-15,-1.0902371955425634e-15,-2.668092131804601,q0.5_range,0.45
content_ratio,0.023917008024058103,0.012003127667808549,-0.18481596216498938,q0.5_range,0.5
mean_word_len,-0.07029887692260242,0.12267924509620207,0.4810139826409912,q0.5_range,0.5
long_word_rate,-0.012854963468079373,0.011876832909071345,0.46382264568774934,q0.5_range,0.5
mean_sent_len,0.6615380701211319,5.157037108766108,0.1930017620855736,q0.5_range,0.5
sd_sent_len,2.2825277878223162,3.1661387841252098,0.05874791639127955,q0.5_range,0.5
sent_len_burst,0.06957313463616396,0.014129531101295717,-0.24415813351696553,q0.5_range,0.5
n_sents_per_100w,0.6535911424455136,-0.5750662219721859,-0.4493719034430169,q0.5_range,0.5
subordinator_rate,-0.0012979519691035102,0.001001438246754378,0.1254469867522373,q0.5_range,0.5
function_rate,-0.023917008024058082,-0.012003127667808627,0.18481596216498788,q0.5_range,0.5
connective_rate,9.992018357621958e-05,0.0006322985142331711,0.11580206152324968,q0.5_range,0.5
hedge_rate,-0.0012294671796241627,0.0011912132794552855,0.3800051993404578,q0.5_range,0.5
pron12_rate,0.0039929861894680355,-0.0022775623332422284,-0.21063760804781115,q0.5_range,0.5
comma_rate,0.00035653018002387697,-0.001236573335444572,-0.30522967714374,q0.5_range,0.5
punct_rate,0.0030288857318369468,-0.0017761928229821286,-0.502196906680588,q0.5_range,0.5
quote_rate,0.00271628906180346,-0.0008093091806389112,-0.358010481336466,q0.5_range,0.5
paren_rate,0.001074575395696458,-0.00021305257112532423,-0.21526786511707988,q0.5_range,0.5
dash_rate,0.0001349680310542483,-1.4041012066860503e-05,-0.05498026742483417,q0.5_range,0.5
digit_rate,0.0038541363861737572,-0.0011167670162855966,-0.3575106968978358,q0.5_range,0.5
upper_rate,0.005448011588874141,-0.0031759370233836897,-0.5310239316632721,q0.5_range,0.5
linebreak_per_100w,0.27338902970515794,0.35786155519069446,0.01727209437296206,q0.5_range,0.5
bullet_rate,-0.04737010698632556,0.04087566873215232,0.1797166496778315,q0.5_range,0.5
question_rate,0.011829144943649821,0.020618526771495005,0.07549882016388572,q0.5_range,0.5
exclaim_rate,0.022566747928039695,0.021170925090157854,-0.009197221356456878,q0.5_range,0.5
mean_log_rank,0.14427052418028996,0.03799661542367168,-0.24464015434998704,q0.5_range,0.5
rare_word_rate,0.0037254244731445246,-0.009428121204623148,-0.28619930909879654,q0.5_range,0.5
rep_axis,1.4189506585044191e-15,-9.434374676188542e-16,-2.348871818791452,q0.5_range,0.5
content_ratio,0.02260696201226288,0.027345927504740502,0.07527350163579645,q_large,0.0
mean_word_len,-0.0180618478307112,0.14313612717840696,0.414090523323713,q_large,0.0
long_word_rate,-0.007380422161861925,0.011447494276708079,0.36115591470937153,q_large,0.0
mean_sent_len,0.802937628009039,7.366007674870705,0.2787251505719425,q_large,0.0
sd_sent_len,1.8210391509728105,5.315561397900065,0.23068862548260935,q_large,0.0
sent_len_burst,0.045858678320879726,0.051670655841266414,0.02537286151396051,q_large,0.0
n_sents_per_100w,0.4435861844896117,-0.8048266544337338,-0.45948671964998905,q_large,0.0
subordinator_rate,-0.0001529178846641624,0.0023619382690991497,0.13906384184151538,q_large,0.0
function_rate,-0.022606962012262855,-0.027345927504740578,-0.07527350163579809,q_large,0.0
connective_rate,-0.00018933607803758282,0.0003334833887777057,0.1177397523905391,q_large,0.0
hedge_rate,-0.0005943075110629178,0.0013453490498074273,0.2901141239196583,q_large,0.0
pron12_rate,0.002433879387105599,-0.0010569583951288942,-0.11646203823886812,q_large,0.0
